  Size(KB),       Bw(MB/s),    nominal_clock,     actual_clock,   cy_nominal/LUP,           cy/LUP
         5,    200306.3100,       2.40001485,       2.20000000,       0.38341500,       0.35146157
         6,    211441.8900,       2.40001313,       2.20000000,       0.36322200,       0.33295168
         7,    219240.6600,       2.39984459,       2.20000000,       0.35027700,       0.32110804
         8,    225746.4600,       2.40001518,       2.20000000,       0.34020700,       0.31185444
        10,    235262.1700,       2.39994057,       2.20000000,       0.32643600,       0.29924041
        12,    241404.5500,       2.40001822,       2.20000000,       0.31814100,       0.29162704
        14,    244901.2800,       2.40001021,       2.20000000,       0.31359700,       0.28746269
        17,    250447.1100,       2.40001629,       2.20000000,       0.30665400,       0.28109759
        20,    238548.8800,       2.40000028,       2.20000000,       0.32194700,       0.29511805
        24,    258562.2600,       2.40000586,       2.20000000,       0.29702800,       0.27227500
        29,    250738.7400,       2.39987934,       2.20000000,       0.30628000,       0.28077078
        35,    196660.3600,       2.40001525,       2.20000000,       0.39052300,       0.35797714
        42,    126346.6200,       2.39997617,       2.20000000,       0.60784600,       0.55719770
        50,     98316.1100,       2.40001718,       2.20000000,       0.78115900,       0.71605729
        60,     90120.1200,       2.40001521,       2.20000000,       0.85220100,       0.78117930
        72,     89692.8300,       2.40000437,       2.20000000,       0.85625700,       0.78490082
        86,     89770.9900,       2.39996023,       2.20000000,       0.85549600,       0.78421766
       103,     89636.7900,       2.40001327,       2.20000000,       0.85679600,       0.78539199
       124,     90264.6700,       2.39989813,       2.20000000,       0.85079500,       0.77992852
       149,     89868.6500,       2.40001140,       2.20000000,       0.85458500,       0.78336586
       179,     89745.1200,       2.39998140,       2.20000000,       0.85575000,       0.78444358
       215,     90408.2400,       2.40001549,       2.20000000,       0.84948600,       0.77869048
       258,     90153.1400,       2.39996018,       2.20000000,       0.85187000,       0.78089379
       310,     90237.9400,       2.39993343,       2.20000000,       0.85106000,       0.78015997
       372,     90167.3000,       2.40001626,       2.20000000,       0.85175600,       0.78077104
       446,     90286.4600,       2.40001080,       2.20000000,       0.85063000,       0.77974066
       535,     90721.1100,       2.40001485,       2.20000000,       0.84655600,       0.77600487
       642,     87956.4100,       2.39989837,       2.20000000,       0.87312300,       0.80039664
       770,     87475.5000,       2.40001087,       2.20000000,       0.87796400,       0.80479669
       924,     57259.6800,       2.40001392,       2.20000000,       1.34126600,       1.22948670
      1109,     38740.1600,       2.40001292,       2.20000000,       1.98245000,       1.81723605
      1331,     32964.4500,       2.40001462,       2.20000000,       2.32979600,       2.13563333
      1597,     25723.0200,       2.40001502,       2.20000000,       2.98567200,       2.73684888
      1916,     23021.3300,       2.39988605,       2.20000000,       3.33587900,       3.05803427
      2299,     22187.0900,       2.40001662,       2.20000000,       3.46149700,       3.17301695
      2759,     22132.3000,       2.40000958,       2.20000000,       3.47005600,       3.18087197
      3311,     22076.3900,       2.40001230,       2.20000000,       3.47884800,       3.18892766
      3973,     22074.0800,       2.40001121,       2.20000000,       3.47921000,       3.18926093
      4768,     22068.1800,       2.40001538,       2.20000000,       3.48014600,       3.19011339
      5722,     22126.9400,       2.39998339,       2.20000000,       3.47085800,       3.18164185
      6866,     22098.1200,       2.40001097,       2.20000000,       3.47542400,       3.18579077
      8239,     22102.6900,       2.40001340,       2.20000000,       3.47470900,       3.18513213
      9887,     22220.3600,       2.40000935,       2.20000000,       3.45630300,       3.16826540
     11864,     22357.1900,       2.40001378,       2.20000000,       3.43515600,       3.14887493
     14237,     22313.0200,       2.40001060,       2.20000000,       3.44195200,       3.15510873
     17084,     21221.8400,       2.39998673,       2.20000000,       3.61889400,       3.31733784
     20501,     20098.6900,       2.40001186,       2.20000000,       3.82116400,       3.50271635
     24601,     18870.7700,       2.40001483,       2.20000000,       4.06981200,       3.73063795
     29521,     18080.6900,       2.40001596,       2.20000000,       4.24765400,       3.89365694
     35425,     17608.7900,       2.40001327,       2.20000000,       4.36148300,       3.99800398
     42510,     16728.4600,       2.39994666,       2.20000000,       4.59087700,       4.20839745
     51012,     16729.7900,       2.40001088,       2.20000000,       4.59063500,       4.20806300
     61214,     16471.3400,       2.39999795,       2.20000000,       4.66264100,       4.27409123
     73457,     16350.7800,       2.39997650,       2.20000000,       4.69697800,       4.30560532
     88148,     16024.5600,       2.40001592,       2.20000000,       4.79267600,       4.39325719
