  Size(KB),       Bw(MB/s),    nominal_clock,     actual_clock,   cy_nominal/LUP,           cy/LUP
         5,    106990.6900,       2.35004628,       2.00000000,       0.70287900,       0.59818311
         6,    110263.4300,       2.35004928,       2.00000000,       0.68201700,       0.58042783
         7,    112627.4200,       2.35004717,       2.00000000,       0.66770200,       0.56824562
         8,    114442.8100,       2.35004854,       2.00000000,       0.65711000,       0.55923100
        10,    116871.2900,       2.35004698,       2.00000000,       0.64345600,       0.54761118
        12,    118708.8900,       2.35004182,       2.00000000,       0.63349400,       0.53913424
        14,    119955.0200,       2.35004604,       2.00000000,       0.62691400,       0.53353338
        17,    121327.5400,       2.35004435,       2.00000000,       0.61982100,       0.52749728
        20,    121506.5300,       2.35004629,       2.00000000,       0.61890900,       0.52672069
        24,    122411.2900,       2.35004722,       2.00000000,       0.61433500,       0.52282779
        29,    120183.6000,       2.35004299,       2.00000000,       0.62572100,       0.53251877
        35,    111073.3700,       2.35004487,       2.00000000,       0.67704300,       0.57619581
        42,     80834.5200,       2.35004421,       2.00000000,       0.93031300,       0.79174085
        50,     62802.9900,       2.35004529,       2.00000000,       1.19741800,       1.01905951
        60,     62215.5800,       2.35004656,       2.00000000,       1.20872400,       1.02868090
        72,     62272.3000,       2.35004722,       2.00000000,       1.20762400,       1.02774446
        86,     62515.3700,       2.35004186,       2.00000000,       1.20292600,       1.02374857
       103,     62787.3200,       2.35004510,       2.00000000,       1.19771700,       1.01931405
       124,     62998.7300,       2.35004722,       2.00000000,       1.19369900,       1.01589363
       149,     63100.2600,       2.35004375,       2.00000000,       1.19177600,       1.01425856
       179,     63108.1300,       2.35004468,       2.00000000,       1.19162800,       1.01413221
       215,     63335.7600,       2.35004416,       2.00000000,       1.18734500,       1.01048739
       258,     63393.3100,       2.35004609,       2.00000000,       1.18626800,       1.00956999
       310,     61813.2800,       2.35004430,       2.00000000,       1.21659000,       1.03537622
       372,     61932.8400,       2.35004928,       2.00000000,       1.21424400,       1.03337748
       446,     57473.4800,       2.35004506,       2.00000000,       1.30845500,       1.11355737
       535,     58333.7800,       2.35004632,       2.00000000,       1.28915800,       1.09713412
       642,     54087.3500,       2.35003425,       2.00000000,       1.39036400,       1.18327126
       770,     53121.6000,       2.35002185,       2.00000000,       1.41563300,       1.20478284
       924,     51767.9400,       2.35004670,       2.00000000,       1.45266500,       1.23628607
      1109,     50650.5200,       2.35004736,       2.00000000,       1.48471400,       1.26356092
      1331,     50522.0600,       2.35004543,       2.00000000,       1.48848700,       1.26677296
      1597,     49366.1900,       2.35004163,       2.00000000,       1.52333700,       1.29643406
      1916,     48990.3200,       2.35002654,       2.00000000,       1.53501500,       1.30638099
      2299,     49095.6400,       2.35003604,       2.00000000,       1.53172800,       1.30357831
      2759,     48993.8500,       2.35004496,       2.00000000,       1.53491600,       1.30628650
      3311,     49621.2000,       2.35005008,       2.00000000,       1.51551400,       1.28977166
      3973,     49647.1300,       2.35004628,       2.00000000,       1.51472000,       1.28909802
      4768,     49359.7100,       2.35004614,       2.00000000,       1.52354000,       1.29660433
      5722,     48866.4100,       2.35003124,       2.00000000,       1.53891000,       1.30969323
      6866,     49324.3400,       2.35004228,       2.00000000,       1.52463000,       1.29753410
      8239,     49643.3800,       2.35004665,       2.00000000,       1.51483400,       1.28919483
      9887,     48959.0500,       2.35004506,       2.00000000,       1.53600700,       1.30721493
     11864,     46092.7600,       2.35003458,       2.00000000,       1.63151700,       1.38850468
     14237,     44777.7600,       2.35004680,       2.00000000,       1.67943900,       1.42928132
     17084,     38315.4300,       2.35004585,       2.00000000,       1.96269400,       1.67034528
     20501,     30618.3800,       2.35004506,       2.00000000,       2.45608800,       2.09024758
     24601,     24707.9400,       2.35004623,       2.00000000,       3.04361700,       2.59026138
     29521,     22997.4200,       2.35004562,       2.00000000,       3.26999500,       2.78292045
     35425,     22231.5300,       2.35004313,       2.00000000,       3.38264500,       2.87879397
     42510,     22419.4700,       2.35004712,       2.00000000,       3.35429400,       2.85466106
     51012,     22487.4600,       2.35002842,       2.00000000,       3.34412700,       2.84603111
     61214,     22566.4500,       2.35001846,       2.00000000,       3.33240700,       2.83606878
     73457,     22375.8200,       2.35004590,       2.00000000,       3.36083700,       2.86023094
     88148,     22527.4100,       2.35004501,       2.00000000,       3.33822000,       2.84098388
    105778,     22429.8500,       2.35004632,       2.00000000,       3.35274100,       2.85334035
    126934,     22469.9000,       2.35002391,       2.00000000,       3.34673400,       2.84825527
    152321,     22419.6400,       2.35004445,       2.00000000,       3.35426600,       2.85464048
    182785,     22446.8700,       2.35004585,       2.00000000,       3.35019900,       2.85117756
    219342,     22530.6500,       2.35004670,       2.00000000,       3.33774200,       2.84057504
    263210,     22535.3900,       2.35004628,       2.00000000,       3.33703900,       2.83997726
    315852,     21126.4200,       2.35004614,       2.00000000,       3.55959500,       3.02938308
    379022,     22522.5100,       2.35004618,       2.00000000,       3.33894700,       2.84160118
    454826,     22488.0500,       2.35002542,       2.00000000,       3.34403400,       2.84595560
    545791,     22430.0100,       2.35000954,       2.00000000,       3.35266500,       2.85332033
    654949,     22166.8300,       2.35004416,       2.00000000,       3.39252000,       2.88719680
    785939,     22519.3800,       2.35004971,       2.00000000,       3.33941600,       2.84199606
    943127,     22531.9900,       2.35004440,       2.00000000,       3.33754000,       2.84040591
   1131752,     22457.1500,       2.35004637,       2.00000000,       3.34866600,       2.84987228
   1358102,     22540.5800,       2.35004624,       2.00000000,       3.33627000,       2.83932285
   1629722,     21005.1500,       2.35004177,       2.00000000,       3.58013800,       3.04687180
   1955666,     22400.5100,       2.35004610,       2.00000000,       3.35713200,       2.85707757
