  Size(KB),       Bw(MB/s),    nominal_clock,     actual_clock,   cy_nominal/LUP,           cy/LUP
         5,     88617.5200,       2.39433075,       1.80000000,       0.21615000,       0.16249635
         6,     92319.5700,       2.39433149,       1.80000000,       0.20748200,       0.15597991
         7,     95187.4800,       2.39433100,       1.80000000,       0.20123100,       0.15128059
         8,     97273.3300,       2.39433336,       1.80000000,       0.19691600,       0.14803653
        10,     99688.1800,       2.39432764,       1.80000000,       0.19214500,       0.14445016
        12,    101097.1100,       2.39433299,       1.80000000,       0.18946800,       0.14243733
        14,    102494.0900,       2.39433290,       1.80000000,       0.18688600,       0.14049625
        17,    102723.3800,       2.39433225,       1.80000000,       0.18646800,       0.14018205
        20,    104469.5200,       2.39433110,       1.80000000,       0.18335200,       0.13783958
        24,    104772.6100,       2.39432821,       1.80000000,       0.18282100,       0.13744056
        29,    104549.3900,       2.39432754,       1.80000000,       0.18321100,       0.13773379
        35,    105679.8800,       2.39433014,       1.80000000,       0.18125200,       0.13626091
        42,    104708.3800,       2.39433129,       1.80000000,       0.18293300,       0.13752458
        50,     81513.9300,       2.39432920,       1.80000000,       0.23498600,       0.17665691
        60,     55340.1400,       2.39433009,       1.80000000,       0.34612600,       0.26020923
        72,     55606.7500,       2.39433268,       1.80000000,       0.34446700,       0.25896176
        86,     55778.1000,       2.39433028,       1.80000000,       0.34340800,       0.25816589
       103,     55964.3800,       2.39432890,       1.80000000,       0.34226500,       0.25730675
       124,     56098.7700,       2.39433303,       1.80000000,       0.34144500,       0.25668986
       149,     56201.3500,       2.39433296,       1.80000000,       0.34082200,       0.25622151
       179,     56169.2300,       2.39433174,       1.80000000,       0.34101700,       0.25636823
       215,     56297.6800,       2.39432888,       1.80000000,       0.34023800,       0.25578291
       258,     56321.5600,       2.39433250,       1.80000000,       0.34009500,       0.25567502
       310,     55589.2700,       2.39432952,       1.80000000,       0.34457400,       0.25904254
       372,     55160.7000,       2.39433331,       1.80000000,       0.34725200,       0.26105538
       446,     54961.2200,       2.39433302,       1.80000000,       0.34851200,       0.26200265
       535,     54891.6700,       2.39433236,       1.80000000,       0.34895400,       0.26233501
       642,     54896.9600,       2.39433290,       1.80000000,       0.34892000,       0.26230939
       770,     53512.1900,       2.39433041,       1.80000000,       0.35794900,       0.26909745
       924,     50615.2900,       2.39433105,       1.80000000,       0.37843600,       0.28449900
      1109,     52210.0100,       2.39433141,       1.80000000,       0.36687700,       0.27580919
      1331,     36590.7200,       2.39433382,       1.80000000,       0.52348400,       0.39354212
      1597,     29372.4000,       2.39432924,       1.80000000,       0.65213000,       0.49025588
      1916,     24335.3900,       2.39432775,       1.80000000,       0.78711000,       0.59173102
      2299,     21669.4900,       2.39433195,       1.80000000,       0.88394600,       0.66452891
      2759,     21260.3500,       2.39433063,       1.80000000,       0.90095600,       0.67731698
      3311,     21255.3400,       2.39433309,       1.80000000,       0.90117000,       0.67747717
      3973,     21247.4400,       2.39433069,       1.80000000,       0.90150400,       0.67772894
      4768,     21257.2500,       2.39432674,       1.80000000,       0.90108600,       0.67741581
      5722,     21257.6000,       2.39433160,       1.80000000,       0.90107300,       0.67740467
      6866,     21267.9800,       2.39433369,       1.80000000,       0.90063400,       0.67707405
      8239,     21262.4300,       2.39432979,       1.80000000,       0.90086800,       0.67725107
      9887,     21263.8300,       2.39433010,       1.80000000,       0.90080900,       0.67720662
     11864,     21265.0100,       2.39433175,       1.80000000,       0.90075900,       0.67716857
     14237,     21269.0800,       2.39433035,       1.80000000,       0.90058600,       0.67703891
     17084,     21262.7500,       2.39433064,       1.80000000,       0.90085500,       0.67724105
     20501,     21261.1000,       2.39433140,       1.80000000,       0.90092500,       0.67729346
     24601,     20961.8200,       2.39433481,       1.80000000,       0.91378900,       0.68696332
     29521,     21267.4600,       2.39433135,       1.80000000,       0.90065500,       0.67709049
     35425,     20578.9000,       2.39430530,       1.80000000,       0.93078100,       0.69974610
     42510,     19588.3300,       2.39433372,       1.80000000,       0.97786100,       0.73513136
     51012,     18529.0600,       2.39432759,       1.80000000,       1.03376100,       0.77715757
     61214,     16853.5700,       2.39433314,       1.80000000,       1.13653500,       0.85441869
     73457,     16023.0300,       2.39433014,       1.80000000,       1.19544500,       0.89870689
     88148,     15276.1300,       2.39433141,       1.80000000,       1.25389400,       0.94264695
    105778,     14161.5100,       2.39432935,       1.80000000,       1.35258400,       1.01684056
    126934,     13068.3500,       2.39433076,       1.80000000,       1.46572800,       1.10189889
    152321,     12590.1300,       2.39433122,       1.80000000,       1.52140200,       1.14375304
    182785,     12233.5100,       2.39432737,       1.80000000,       1.56575000,       1.17709468
    219342,     11925.6600,       2.39433370,       1.80000000,       1.60617300,       1.20748056
    263210,     11680.2500,       2.39433087,       1.80000000,       1.63991700,       1.23284991
    315852,     11491.5200,       2.39433324,       1.80000000,       1.66685200,       1.25309775
    379022,     11348.4100,       2.39433121,       1.80000000,       1.68787100,       1.26890039
    454826,     11246.3700,       2.39432982,       1.80000000,       1.70318400,       1.28041307
    545791,     11153.3600,       2.39432955,       1.80000000,       1.71738700,       1.29109070
    654949,     11089.7200,       2.39433433,       1.80000000,       1.72724600,       1.29849986
    785939,     11057.9400,       2.39433541,       1.80000000,       1.73221100,       1.30223184
