  Size(KB),       Bw(MB/s),    nominal_clock,     actual_clock,   cy_nominal/LUP,           cy/LUP
         5,    132478.1800,       2.39432912,       1.80000000,       0.28917400,       0.21739417
         6,    140997.5900,       2.39433194,       1.80000000,       0.27170200,       0.20425890
         7,    142819.9300,       2.39433024,       1.80000000,       0.26823500,       0.20165263
         8,    142475.3200,       2.39433133,       1.80000000,       0.26888400,       0.20214044
        10,    144579.7200,       2.39433392,       1.80000000,       0.26497000,       0.19919778
        12,    145096.1600,       2.39433037,       1.80000000,       0.26402700,       0.19848915
        14,    146384.7000,       2.39433269,       1.80000000,       0.26170300,       0.19674183
        17,    141704.1400,       2.39432910,       1.80000000,       0.27034700,       0.20324048
        20,    140047.7500,       2.39433098,       1.80000000,       0.27354500,       0.20564450
        24,    148207.3100,       2.39433275,       1.80000000,       0.25848500,       0.19432261
        29,    144212.9300,       2.39432942,       1.80000000,       0.26564400,       0.19970485
        35,    145526.1800,       2.39433318,       1.80000000,       0.26324700,       0.19790253
        42,    146465.3700,       2.39432868,       1.80000000,       0.26155800,       0.19663315
        50,    140505.0900,       2.39433352,       1.80000000,       0.27265400,       0.20497445
        60,     66738.8600,       2.39433009,       1.80000000,       0.57401800,       0.43153298
        72,     66633.9800,       2.39433074,       1.80000000,       0.57492100,       0.43221172
        86,     66641.3800,       2.39432901,       1.80000000,       0.57485700,       0.43216392
       103,     66687.3300,       2.39433351,       1.80000000,       0.57446200,       0.43186615
       124,     66751.9100,       2.39433256,       1.80000000,       0.57390600,       0.43144834
       149,     66787.8500,       2.39433143,       1.80000000,       0.57359700,       0.43121624
       179,     66817.4900,       2.39432880,       1.80000000,       0.57334200,       0.43102501
       215,     66822.2300,       2.39433191,       1.80000000,       0.57330200,       0.43099438
       258,     66841.1800,       2.39433085,       1.80000000,       0.57313900,       0.43087203
       310,     66860.9900,       2.39433164,       1.80000000,       0.57296900,       0.43074409
       372,     66858.7500,       2.39432850,       1.80000000,       0.57298800,       0.43075894
       446,     66862.0000,       2.39433407,       1.80000000,       0.57296100,       0.43073764
       535,     66877.5500,       2.39433105,       1.80000000,       0.57282700,       0.43063744
       642,     66885.6100,       2.39433194,       1.80000000,       0.57275900,       0.43058616
       770,     66888.4400,       2.39433024,       1.80000000,       0.57273400,       0.43056767
       924,     66131.5400,       2.39433308,       1.80000000,       0.57929000,       0.43549580
      1109,     61708.1500,       2.39433195,       1.80000000,       0.62081400,       0.46671273
      1331,     58508.3000,       2.39432863,       1.80000000,       0.65476600,       0.49223769
      1597,     46905.1800,       2.39433042,       1.80000000,       0.81673900,       0.61400473
      1916,     41275.3200,       2.39433186,       1.80000000,       0.92814100,       0.69775365
      2299,     38698.5200,       2.39433139,       1.80000000,       0.98994200,       0.74421427
      2759,     38025.1000,       2.39433220,       1.80000000,       1.00747400,       0.75739415
      3311,     38018.9400,       2.39433054,       1.80000000,       1.00763700,       0.75751721
      3973,     38015.4800,       2.39433432,       1.80000000,       1.00773000,       0.75758593
      4768,     38029.7600,       2.39433065,       1.80000000,       1.00735000,       0.75730142
      5722,     38027.5400,       2.39433222,       1.80000000,       1.00741000,       0.75734603
      6866,     38026.7900,       2.39433103,       1.80000000,       1.00742900,       0.75736069
      8239,     38008.5000,       2.39433048,       1.80000000,       1.00791400,       0.75772547
      9887,     38022.4300,       2.39433033,       1.80000000,       1.00754400,       0.75744737
     11864,     38029.6200,       2.39433152,       1.80000000,       1.00735500,       0.75730490
     14237,     38019.3100,       2.39433085,       1.80000000,       1.00762700,       0.75750960
     17084,     38016.2500,       2.39433184,       1.80000000,       1.00770900,       0.75757093
     20501,     38012.4500,       2.39433434,       1.80000000,       1.00781100,       0.75764682
     24601,     37207.7100,       2.39433368,       1.80000000,       1.02960700,       0.77403272
     29521,     37881.8900,       2.39433131,       1.80000000,       1.01128300,       0.76025794
     35425,     37362.9100,       2.39433071,       1.80000000,       1.02533000,       0.77081833
     42510,     35273.1200,       2.39433074,       1.80000000,       1.08607600,       0.81648570
     51012,     34181.6900,       2.39432962,       1.80000000,       1.12075400,       0.84255617
     61214,     31612.9900,       2.39433147,       1.80000000,       1.21182200,       0.91101822
     73457,     28960.4100,       2.39433404,       1.80000000,       1.32281800,       0.99446124
     88148,     27429.0200,       2.39433059,       1.80000000,       1.39667000,       1.04998283
    105778,     24453.7100,       2.39433075,       1.80000000,       1.56660500,       1.17773578
    126934,     23398.9500,       2.39433015,       1.80000000,       1.63722200,       1.23082424
    152321,     22691.8600,       2.39433011,       1.80000000,       1.68823900,       1.26917763
    182785,     22122.2000,       2.39433207,       1.80000000,       1.73171400,       1.30186002
    219342,     21741.0200,       2.39433370,       1.80000000,       1.76207700,       1.32468528
    263210,     21500.4100,       2.39430247,       1.80000000,       1.78177300,       1.33950971
    315852,     21408.8900,       2.39433494,       1.80000000,       1.78941400,       1.34523585
    379022,     21316.8900,       2.39433482,       1.80000000,       1.79713600,       1.35104112
    454826,     21248.4900,       2.39433251,       1.80000000,       1.80291900,       1.35538994
    545791,     21203.0100,       2.39433213,       1.80000000,       1.80678700,       1.35829802
    654949,     21151.4100,       2.39433013,       1.80000000,       1.81119300,       1.36161148
    785939,     21102.6900,       2.39433406,       1.80000000,       1.81537700,       1.36475467
