  Size(KB),       Bw(MB/s),    nominal_clock,     actual_clock,   cy_nominal/LUP,           cy/LUP
         5,     55982.5700,       2.39433263,       1.80000000,       1.36861600,       1.02889163
         6,     56209.1700,       2.39432946,       1.80000000,       1.36309700,       1.02474394
         7,     56383.6400,       2.39432945,       1.80000000,       1.35887900,       1.02157295
         8,     56516.8400,       2.39433346,       1.80000000,       1.35567900,       1.01916556
        10,     56701.3600,       2.39432738,       1.80000000,       1.35126400,       1.01584905
        12,     56818.1400,       2.39433028,       1.80000000,       1.34848800,       1.01376089
        14,     56906.5400,       2.39432873,       1.80000000,       1.34639200,       1.01218583
        17,     56987.5700,       2.39432718,       1.80000000,       1.34447700,       1.01074683
        20,     57053.3200,       2.39429588,       1.80000000,       1.34291000,       1.00958199
        24,     57115.5600,       2.39432831,       1.80000000,       1.34146500,       1.00848200
        29,     57173.5900,       2.39432951,       1.80000000,       1.34010400,       1.00745833
        35,     52053.8100,       2.39432905,       1.80000000,       1.47191000,       1.10654715
        42,     45841.5000,       2.39432975,       1.80000000,       1.67138000,       1.25650362
        50,     38276.8800,       2.39432722,       1.80000000,       2.00169100,       1.50482514
        60,     23382.1400,       2.39432859,       1.80000000,       3.27679700,       2.46341903
        72,     20417.5400,       2.39433358,       1.80000000,       3.75259100,       2.82110390
        86,     20383.8400,       2.39433099,       1.80000000,       3.75879200,       2.82576871
       103,     20529.4700,       2.39433051,       1.80000000,       3.73212600,       2.80572243
       124,     20116.8400,       2.39431755,       1.80000000,       3.80865800,       2.86327284
       149,     20372.2900,       2.39426443,       1.80000000,       3.76081800,       2.82737041
       179,     20007.7700,       2.39433253,       1.80000000,       3.82944500,       2.87888207
       215,     20242.8000,       2.39433082,       1.80000000,       3.78498000,       2.84545642
       258,     20305.1600,       2.39432774,       1.80000000,       3.77335000,       2.83671691
       310,     20106.5300,       2.39433037,       1.80000000,       3.81063100,       2.86474076
       372,     20536.1800,       2.39432914,       1.80000000,       3.73090500,       2.80480611
       446,     20476.7800,       2.39432926,       1.80000000,       3.74172800,       2.81294244
       535,     20435.4500,       2.39433036,       1.80000000,       3.74929700,       2.81863135
       642,     20447.5500,       2.39433477,       1.80000000,       3.74708600,       2.81696398
       770,     20199.1300,       2.39433157,       1.80000000,       3.79316400,       2.85160805
       924,     20316.6100,       2.39433249,       1.80000000,       3.77123100,       2.83511828
