  Size(KB),       Bw(MB/s),    nominal_clock,     actual_clock,   cy_nominal/LUP,           cy/LUP
         5,    194747.0600,       2.49407918,       2.20000000,       0.10245400,       0.09037355
         6,    209413.7600,       2.49408293,       2.20000000,       0.09527900,       0.08404444
         7,    215022.1300,       2.49408421,       2.20000000,       0.09279400,       0.08185241
         8,    221373.6600,       2.49408488,       2.20000000,       0.09013100,       0.07950339
        10,    226812.0400,       2.49406763,       2.20000000,       0.08796900,       0.07759685
        12,    230626.9900,       2.49408309,       2.20000000,       0.08651500,       0.07631382
        14,    233211.4300,       2.49408369,       2.20000000,       0.08555600,       0.07546788
        17,    210918.1200,       2.49409001,       2.20000000,       0.09459900,       0.08344438
        20,    236437.9400,       2.49408412,       2.20000000,       0.08438900,       0.07443847
        24,    238270.7600,       2.49408646,       2.20000000,       0.08374000,       0.07386592
        29,    239809.5000,       2.49408897,       2.20000000,       0.08320200,       0.07339129
        35,    132429.0000,       2.49408722,       2.20000000,       0.15066700,       0.13290129
        42,     98030.4100,       2.49408392,       2.20000000,       0.20353600,       0.17953654
        50,    100149.5000,       2.49408237,       2.20000000,       0.19922900,       0.17573750
        60,     99934.1100,       2.49408534,       2.20000000,       0.19965800,       0.17611571
        72,    101686.1200,       2.49408614,       2.20000000,       0.19621800,       0.17308127
        86,    100163.3200,       2.49408542,       2.20000000,       0.19920100,       0.17571259
       103,     96439.3200,       2.49408676,       2.20000000,       0.20689400,       0.18249838
       124,    101619.1200,       2.49408213,       2.20000000,       0.19634700,       0.17319534
       149,    103943.3000,       2.49408324,       2.20000000,       0.19195700,       0.16932290
       179,    104182.7500,       2.49408781,       2.20000000,       0.19151600,       0.16893359
       215,     99019.4600,       2.49408475,       2.20000000,       0.20150300,       0.17774320
       258,    103281.9800,       2.49408566,       2.20000000,       0.19318700,       0.17040770
       310,     99246.2100,       2.49408402,       2.20000000,       0.20104200,       0.17733661
       372,     99769.0800,       2.49408519,       2.20000000,       0.19998900,       0.17640769
       446,     95442.8300,       2.49408708,       2.20000000,       0.20905400,       0.18440367
