  Size(KB),       Bw(MB/s),    nominal_clock,     actual_clock,   cy_nominal/LUP,           cy/LUP
         5,    169712.9400,       2.49408935,       2.20000000,       0.23513500,       0.20740917
         6,    177859.0900,       2.49408554,       2.20000000,       0.22436500,       0.19790941
         7,    185849.8400,       2.49408615,       2.20000000,       0.21471800,       0.18939987
         8,    194973.7500,       2.49408919,       2.20000000,       0.20467100,       0.18053733
        10,    197446.3300,       2.49407419,       2.20000000,       0.20210700,       0.17827673
        12,    204146.9400,       2.49407883,       2.20000000,       0.19547300,       0.17242462
        14,    207968.0600,       2.49408419,       2.20000000,       0.19188200,       0.16925668
        17,    186607.0200,       2.49408997,       2.20000000,       0.21384700,       0.18863129
        20,    215230.9500,       2.49408082,       2.20000000,       0.18540700,       0.16354538
        24,    217868.0100,       2.49408686,       2.20000000,       0.18316300,       0.16156558
        29,    226138.9000,       2.49408659,       2.20000000,       0.17646400,       0.15565650
        35,    157179.8100,       2.49408699,       2.20000000,       0.25388400,       0.22394760
        42,     94849.4700,       2.49408882,       2.20000000,       0.42072400,       0.37111461
        50,     90008.8300,       2.49408432,       2.20000000,       0.44334900,       0.39107250
        60,     91756.9600,       2.49408753,       2.20000000,       0.43490300,       0.38362190
        72,     91429.3300,       2.49408192,       2.20000000,       0.43646100,       0.38499706
        86,     93764.2300,       2.49408878,       2.20000000,       0.42559300,       0.37540949
       103,     94295.4400,       2.49408499,       2.20000000,       0.42319500,       0.37329482
       124,     92376.7800,       2.49408540,       2.20000000,       0.43198500,       0.38104830
       149,     93894.6500,       2.49408752,       2.20000000,       0.42500200,       0.37488837
       179,     95472.3200,       2.49408826,       2.20000000,       0.41797900,       0.36869337
       215,     94587.8200,       2.49408817,       2.20000000,       0.42188700,       0.37214057
       258,     94238.8300,       2.49408780,       2.20000000,       0.42345000,       0.37351933
       310,     93693.2600,       2.49408774,       2.20000000,       0.42591500,       0.37569368
       372,     93702.5200,       2.49406736,       2.20000000,       0.42587000,       0.37565706
       446,     94653.1700,       2.49408772,       2.20000000,       0.42159600,       0.37188395
       535,     94888.4100,       2.49408435,       2.20000000,       0.42055000,       0.37096179
       642,     92811.3600,       2.49405526,       2.20000000,       0.42995700,       0.37926401
       770,     78939.9400,       2.49408519,       2.20000000,       0.50551500,       0.44590819
       924,     56409.5300,       2.49405072,       2.20000000,       0.70741300,       0.62400840
      1109,     38798.3000,       2.49408543,       2.20000000,       1.02853400,       0.90725633
      1331,     31140.4300,       2.49408604,       2.20000000,       1.28146500,       1.13036317
      1597,     24862.8300,       2.49408551,       2.20000000,       1.60502100,       1.41576790
      1916,     22738.9100,       2.49408900,       2.20000000,       1.75494000,       1.54800731
      2299,     21847.3000,       2.49408465,       2.20000000,       1.82655800,       1.61118333
      2759,     21707.8700,       2.49408276,       2.20000000,       1.83828900,       1.62153232
      3311,     21712.5300,       2.49408721,       2.20000000,       1.83789700,       1.62118365
      3973,     21713.0400,       2.49408515,       2.20000000,       1.83785300,       1.62114617
      4768,     21713.7300,       2.49408389,       2.20000000,       1.83779300,       1.62109407
      5722,     21714.6700,       2.49408595,       2.20000000,       1.83771500,       1.62102392
      6866,     21711.4200,       2.49408588,       2.20000000,       1.83799000,       1.62126655
      8239,     21709.2400,       2.49405706,       2.20000000,       1.83815400,       1.62142994
      9887,     21669.7300,       2.49408281,       2.20000000,       1.84152400,       1.62438584
     11864,     21505.3100,       2.49408841,       2.20000000,       1.85560700,       1.63680461
     14237,     20678.5200,       2.49408657,       2.20000000,       1.92979900,       1.70224957
     17084,     19207.0100,       2.49408790,       2.20000000,       2.07764800,       1.83266420
     20501,     17820.1300,       2.49408733,       2.20000000,       2.23934400,       1.97529442
     24601,     16808.2000,       2.49408608,       2.20000000,       2.37416200,       2.09421657
     29521,     15946.8600,       2.49408427,       2.20000000,       2.50239600,       2.20733167
     35425,     15360.3200,       2.49408562,       2.20000000,       2.59795200,       2.29161916
     42510,     14922.0200,       2.49408549,       2.20000000,       2.67426000,       2.35892956
     51012,     14493.5900,       2.49407983,       2.20000000,       2.75330500,       2.42865963
     61214,     14110.3800,       2.49408627,       2.20000000,       2.82808600,       2.49461668
     73457,     13997.1200,       2.49408578,       2.20000000,       2.85097000,       2.51480284
     88148,     13921.4900,       2.49408851,       2.20000000,       2.86646200,       2.52846536
    105778,     13827.4100,       2.49406634,       2.20000000,       2.88593800,       2.54566749
    126934,     13737.5200,       2.49408880,       2.20000000,       2.90484900,       2.56232568
    152321,     13724.6300,       2.49408833,       2.20000000,       2.90757700,       2.56473251
    182785,     13644.0500,       2.49408775,       2.20000000,       2.92474800,       2.57987939
    219342,     13618.1600,       2.49408943,       2.20000000,       2.93031000,       2.58478382
    263210,     13628.1800,       2.49408861,       2.20000000,       2.92815400,       2.58288289
    315852,     13600.9300,       2.49408656,       2.20000000,       2.93401900,       2.58805845
    379022,     13585.5200,       2.49404973,       2.20000000,       2.93730300,       2.59099349
    454826,     13563.8400,       2.49408568,       2.20000000,       2.94204200,       2.59513635
    545791,     13565.1800,       2.49408914,       2.20000000,       2.94175500,       2.59487959
    654949,     13580.3700,       2.49408621,       2.20000000,       2.93846100,       2.59197704
    785939,     13534.0700,       2.49408568,       2.20000000,       2.94851300,       2.60084433
