  Size(KB),       Bw(MB/s),    nominal_clock,     actual_clock,   cy_nominal/LUP,           cy/LUP
         5,    201272.8700,       2.49408717,       2.20000000,       0.09913300,       0.08744386
         6,    211560.6100,       2.49408353,       2.20000000,       0.09431200,       0.08319144
         7,    217594.7300,       2.49408486,       2.20000000,       0.09169700,       0.08088474
         8,    223005.5600,       2.49408655,       2.20000000,       0.08947200,       0.07892204
        10,    233777.7000,       2.49408412,       2.20000000,       0.08534900,       0.07528527
        12,    239306.2800,       2.49408779,       2.20000000,       0.08337700,       0.07354569
        14,    245045.9100,       2.49408816,       2.20000000,       0.08142400,       0.07182296
        17,    251665.5700,       2.49407424,       2.20000000,       0.07928200,       0.06993392
        20,    240123.8500,       2.49405918,       2.20000000,       0.08309200,       0.07329513
        24,    259054.2900,       2.49408817,       2.20000000,       0.07702100,       0.06793914
        29,    240826.8700,       2.49408366,       2.20000000,       0.08285100,       0.07308183
        35,    133466.3500,       2.49408627,       2.20000000,       0.14949600,       0.13186841
        42,    104947.0900,       2.49405589,       2.20000000,       0.19011900,       0.16770346
        50,    104310.6300,       2.49405546,       2.20000000,       0.19127900,       0.16872672
        60,    106881.1400,       2.49408541,       2.20000000,       0.18668100,       0.16466886
        72,    106135.7100,       2.49403707,       2.20000000,       0.18798900,       0.16582584
        86,    105716.7800,       2.49409007,       2.20000000,       0.18873700,       0.16648212
       103,    101820.2900,       2.49408636,       2.20000000,       0.19596000,       0.17285368
       124,    111788.1100,       2.49408730,       2.20000000,       0.17848700,       0.15744092
       149,    104364.6600,       2.49405610,       2.20000000,       0.19118000,       0.16863935
       179,    117624.6100,       2.49407968,       2.20000000,       0.16963000,       0.14962874
       215,    112549.3700,       2.49408321,       2.20000000,       0.17727900,       0.15637562
       258,    108501.5500,       2.49408299,       2.20000000,       0.18389300,       0.16220976
       310,    101417.3700,       2.49408867,       2.20000000,       0.19673900,       0.17354066
       372,     99556.7900,       2.49408580,       2.20000000,       0.20041500,       0.17678341
       446,     98920.8300,       2.49408884,       2.20000000,       0.20170400,       0.17792021
       535,     89141.9600,       2.49405429,       2.20000000,       0.22382800,       0.19743820
       642,     99516.0200,       2.49404618,       2.20000000,       0.20049400,       0.17685591
       770,     76205.6800,       2.49408505,       2.20000000,       0.26182700,       0.23095419
