  Size(KB),       Bw(MB/s),    nominal_clock,     actual_clock,   cy_nominal/LUP,           cy/LUP
         5,    164799.3300,       2.49408835,       2.40000000,       0.48429100,       0.46602134
         6,    188658.5500,       2.49408205,       2.40000000,       0.42304300,       0.40708492
         7,    205518.7700,       2.49408578,       2.40000000,       0.38833800,       0.37368851
         8,    219961.7600,       2.49408681,       2.40000000,       0.36283900,       0.34915128
        10,    230708.3700,       2.49402236,       2.40000000,       0.34592900,       0.33288779
        12,    238466.0200,       2.49408575,       2.40000000,       0.33468400,       0.32205853
        14,    229182.4200,       2.49408492,       2.40000000,       0.34824100,       0.33510423
        17,    239310.7200,       2.49407307,       2.40000000,       0.33350100,       0.32092179
        20,    227671.1100,       2.49408429,       2.40000000,       0.35055300,       0.33732910
        24,    254541.8900,       2.49408578,       2.40000000,       0.31354700,       0.30171889
        29,    250380.9500,       2.49408432,       2.40000000,       0.31875700,       0.30673253
        35,    190252.8300,       2.49408356,       2.40000000,       0.41949800,       0.40367340
        42,    109863.6500,       2.49408410,       2.40000000,       0.72645200,       0.69904812
        50,     80639.3700,       2.49408916,       2.40000000,       0.98972600,       0.95238873
        60,     78847.9800,       2.49408973,       2.40000000,       1.01221200,       0.97402622
        72,     78075.1300,       2.49408229,       2.40000000,       1.02222900,       0.98366827
        86,     76049.6200,       2.49408340,       2.40000000,       1.04945500,       1.00986679
       103,     76304.0800,       2.49405023,       2.40000000,       1.04594200,       1.00649970
       124,     78611.9800,       2.49408710,       2.40000000,       1.01525000,       0.97695064
       149,     78882.3700,       2.49408753,       2.40000000,       1.01177000,       0.97360176
       179,     77811.3600,       2.49408260,       2.40000000,       1.02569400,       0.98700243
       215,     78278.5500,       2.49408652,       2.40000000,       1.01957400,       0.98111176
       258,     77283.6100,       2.49408654,       2.40000000,       1.03270000,       0.99374258
       310,     77953.3300,       2.49408508,       2.40000000,       1.02382700,       0.98520489
       372,     79525.6500,       2.49408456,       2.40000000,       1.00358400,       0.96572572
       446,     80203.3300,       2.49405898,       2.40000000,       0.99509400,       0.95756581
       535,     79366.6700,       2.49408248,       2.40000000,       1.00559400,       0.96766070
       642,     79449.8700,       2.49404607,       2.40000000,       1.00452600,       0.96664710
       770,     77258.1100,       2.49407475,       2.40000000,       1.03303600,       0.99407061
       924,     62694.8900,       2.49408466,       2.40000000,       1.27300200,       1.22498039
      1109,     45774.6400,       2.49407879,       2.40000000,       1.74355300,       1.67778469
      1331,     32895.0600,       2.49408792,       2.40000000,       2.42622500,       2.33469717
      1597,     26188.5200,       2.49408797,       2.40000000,       3.04755000,       2.93258300
      1916,     23697.2400,       2.49408653,       2.40000000,       3.36793500,       3.24088355
      2299,     22757.2000,       2.49408367,       2.40000000,       3.50705200,       3.37475638
