  Size(KB),       Bw(MB/s),    nominal_clock,     actual_clock,   cy_nominal/LUP,           cy/LUP
         5,    222607.7500,       2.49408348,       2.40000000,       0.17926300,       0.17250072
         6,    245350.0600,       2.49408630,       2.40000000,       0.16264700,       0.15651134
         7,    250970.0300,       2.49408451,       2.40000000,       0.15900400,       0.15300588
         8,    227030.1700,       2.49408435,       2.40000000,       0.17577100,       0.16914039
        10,    258085.0200,       2.49408305,       2.40000000,       0.15462100,       0.14878831
        12,    249871.9500,       2.49408300,       2.40000000,       0.15970300,       0.15367861
        14,    262635.5500,       2.49408572,       2.40000000,       0.15194200,       0.14621021
        17,    259611.8500,       2.49405440,       2.40000000,       0.15371000,       0.14791337
        20,    253934.4500,       2.49405039,       2.40000000,       0.15714600,       0.15122004
        24,    264350.5500,       2.49408893,       2.40000000,       0.15095600,       0.14526122
        29,    260526.4800,       2.49408455,       2.40000000,       0.15317200,       0.14739388
        35,    127314.7800,       2.49407983,       2.40000000,       0.31343800,       0.30161472
        42,     80113.1800,       2.49408859,       2.40000000,       0.49811300,       0.47932187
        50,     80287.1200,       2.49408505,       2.40000000,       0.49703300,       0.47828329
        60,     80745.5100,       2.49408695,       2.40000000,       0.49421200,       0.47556834
        72,     81011.9600,       2.49405277,       2.40000000,       0.49258000,       0.47400440
        86,     81063.7200,       2.49408432,       2.40000000,       0.49227100,       0.47370107
       103,     80557.9100,       2.49408465,       2.40000000,       0.49536200,       0.47667540
       124,     80955.1500,       2.49408771,       2.40000000,       0.49293200,       0.47433649
       149,     80970.5200,       2.49408367,       2.40000000,       0.49283800,       0.47424680
       179,     80757.4900,       2.49408547,       2.40000000,       0.49413800,       0.47549742
       215,     80915.7700,       2.49408774,       2.40000000,       0.49317200,       0.47456743
       258,     81019.9900,       2.49408157,       2.40000000,       0.49253700,       0.47395755
       310,     81065.0000,       2.49408261,       2.40000000,       0.49226300,       0.47369369
       372,     81197.3400,       2.49408775,       2.40000000,       0.49146200,       0.47292193
       446,     81062.0700,       2.49408542,       2.40000000,       0.49228200,       0.47371144
       535,     80982.9800,       2.49408236,       2.40000000,       0.49276200,       0.47417392
       642,     80745.4500,       2.49408762,       2.40000000,       0.49421200,       0.47556822
       770,     79392.7500,       2.49408571,       2.40000000,       0.50263200,       0.48367095
       924,     72593.7900,       2.49408472,       2.40000000,       0.54970800,       0.52897128
      1109,     63006.3100,       2.49408704,       2.40000000,       0.63335500,       0.60946229
      1331,     55593.4500,       2.49408626,       2.40000000,       0.71780700,       0.69072864
      1597,     48965.0200,       2.49408725,       2.40000000,       0.81497800,       0.78423367
      1916,     45836.4300,       2.49408981,       2.40000000,       0.87060500,       0.83776133
      2299,     44658.7100,       2.49408476,       2.40000000,       0.89356300,       0.85985498
      2759,     44663.2100,       2.49408471,       2.40000000,       0.89347300,       0.85976839
      3311,     44658.8100,       2.49408418,       2.40000000,       0.89356000,       0.85985229
      3973,     44666.7400,       2.49407831,       2.40000000,       0.89340000,       0.85970035
      4768,     44669.8800,       2.49403148,       2.40000000,       0.89332000,       0.85963951
      5722,     44669.4800,       2.49408166,       2.40000000,       0.89334600,       0.85964723
      6866,     44663.0700,       2.49408836,       2.40000000,       0.89347700,       0.85977098
      8239,     44633.9500,       2.49408235,       2.40000000,       0.89405800,       0.86033214
      9887,     44484.8000,       2.49408719,       2.40000000,       0.89705700,       0.86321633
     11864,     42743.2100,       2.49408627,       2.40000000,       0.93360700,       0.89838785
     14237,     39914.6100,       2.49407829,       2.40000000,       0.99976600,       0.96205416
     17084,     35634.4900,       2.49408402,       2.40000000,       1.11985200,       1.07760796
     20501,     32487.0600,       2.49408465,       2.40000000,       1.22834600,       1.18200896
     24601,     30238.2700,       2.49408610,       2.40000000,       1.31969800,       1.26991414
     29521,     28596.4900,       2.49408854,       2.40000000,       1.39546500,       1.34282161
     35425,     27329.1300,       2.49408372,       2.40000000,       1.46017600,       1.40509413
     42510,     26372.2200,       2.49408469,       2.40000000,       1.51315900,       1.45607790
     51012,     25627.0400,       2.49408640,       2.40000000,       1.55715900,       1.49841706
     61214,     25042.8300,       2.49408811,       2.40000000,       1.59348700,       1.53337357
     73457,     24577.8000,       2.49408389,       2.40000000,       1.62363400,       1.56238594
     88148,     24205.0700,       2.49408317,       2.40000000,       1.64863500,       1.58644429
    105778,     23925.2700,       2.49408696,       2.40000000,       1.66791800,       1.60499745
    126934,     23755.6800,       2.49407698,       2.40000000,       1.67981800,       1.61645500
    152321,     23658.0900,       2.49408121,       2.40000000,       1.68675100,       1.62312373
    182785,     23580.8500,       2.49408632,       2.40000000,       1.69227900,       1.62843987
    219342,     23530.9900,       2.49407972,       2.40000000,       1.69586000,       1.63189010
    263210,     23490.2700,       2.49408699,       2.40000000,       1.69880500,       1.63471925
    315852,     23450.9100,       2.49408694,       2.40000000,       1.70165600,       1.63746273
    379022,     23430.1000,       2.49408237,       2.40000000,       1.70316400,       1.63891684
    454826,     23392.8700,       2.49408158,       2.40000000,       1.70587500,       1.64152610
    545791,     23380.4500,       2.49408481,       2.40000000,       1.70678300,       1.64239772
    654949,     23371.5600,       2.49405543,       2.40000000,       1.70741200,       1.64302234
    785939,     23350.4000,       2.49408656,       2.40000000,       1.70898000,       1.64451069
    943127,     23360.2700,       2.49408510,       2.40000000,       1.70825700,       1.64381592
   1131752,     23348.8400,       2.49408775,       2.40000000,       1.70909600,       1.64462152
   1358102,     23340.4400,       2.49408754,       2.40000000,       1.70971100,       1.64521346
   1629722,     23332.5900,       2.49408071,       2.40000000,       1.71028100,       1.64576647
   1955666,     23327.8800,       2.49408670,       2.40000000,       1.71063000,       1.64609835
