  Size(KB),       Bw(MB/s),    nominal_clock,     actual_clock,   cy_nominal/LUP,           cy/LUP
         5,    102293.2400,       2.39433181,       1.80000000,       0.18725200,       0.14077147
         6,    105067.5600,       2.39429342,       1.80000000,       0.18230500,       0.13705463
         7,    107683.8200,       2.39433072,       1.80000000,       0.17787900,       0.13372514
         8,    109794.4200,       2.39432799,       1.80000000,       0.17445900,       0.13115421
        10,    109553.7600,       2.39433101,       1.80000000,       0.17484200,       0.13144198
        12,    110766.4400,       2.39433026,       1.80000000,       0.17292800,       0.13000312
        14,    110269.9700,       2.39433229,       1.80000000,       0.17370700,       0.13058864
        17,    110549.1200,       2.39432735,       1.80000000,       0.17326800,       0.13025888
        20,    112615.3600,       2.39432841,       1.80000000,       0.17008900,       0.12786892
        24,    112568.9900,       2.39432766,       1.80000000,       0.17015900,       0.12792159
        29,    112318.9800,       2.39433096,       1.80000000,       0.17053800,       0.12820634
        35,    112684.9700,       2.39433193,       1.80000000,       0.16998400,       0.12778980
        42,    100607.0900,       2.39433137,       1.80000000,       0.19039100,       0.14313132
        50,     65667.4500,       2.39433037,       1.80000000,       0.29169200,       0.21928703
        60,     32242.3000,       2.39433300,       1.80000000,       0.59408500,       0.44661833
        72,     32892.4500,       2.39433039,       1.80000000,       0.58234200,       0.43779071
        86,     32942.6800,       2.39432977,       1.80000000,       0.58145400,       0.43712325
       103,     33158.5800,       2.39433243,       1.80000000,       0.57766800,       0.43427654
       124,     33313.7400,       2.39432768,       1.80000000,       0.57497700,       0.43225437
       149,     33552.9800,       2.39433258,       1.80000000,       0.57087800,       0.42917196
       179,     33629.9700,       2.39433099,       1.80000000,       0.56957100,       0.42818967
       215,     33884.3900,       2.39430498,       1.80000000,       0.56528800,       0.42497443
       258,     34047.2000,       2.39433097,       1.80000000,       0.56259100,       0.42294228
       310,     34217.1200,       2.39428933,       1.80000000,       0.55978700,       0.42084162
       372,     34415.1300,       2.39432725,       1.80000000,       0.55657600,       0.41842100
       446,     34621.1100,       2.39433056,       1.80000000,       0.55326500,       0.41593129
       535,     34810.4300,       2.39432632,       1.80000000,       0.55025500,       0.41366918
       642,     34974.7400,       2.39433053,       1.80000000,       0.54767100,       0.41172586
       770,     35157.1000,       2.39433090,       1.80000000,       0.54483000,       0.40959000
