  Size(KB),       Bw(MB/s),    nominal_clock,     actual_clock,   cy_nominal/LUP,           cy/LUP
         5,    113575.7900,       2.79471571,       2.10000000,       0.19685300,       0.14791891
         6,    116692.6100,       2.79471573,       2.10000000,       0.19159500,       0.14396795
         7,    119087.2900,       2.79471508,       2.10000000,       0.18774200,       0.14107277
         8,    120716.2800,       2.79471650,       2.10000000,       0.18520900,       0.13916936
        10,    123051.9600,       2.79471413,       2.10000000,       0.18169300,       0.13652749
        12,    124609.8900,       2.79471579,       2.10000000,       0.17942200,       0.13482094
        14,    125471.7700,       2.79471887,       2.10000000,       0.17818900,       0.13389429
        17,    121886.4200,       2.79471431,       2.10000000,       0.18343100,       0.13783344
        20,    123440.6300,       2.79467563,       2.10000000,       0.18111900,       0.13609805
        24,    125056.8900,       2.79471947,       2.10000000,       0.17878100,       0.13433910
        29,    124210.2000,       2.79466563,       2.10000000,       0.17999600,       0.13525468
        35,     92304.8400,       2.79470917,       2.10000000,       0.24221600,       0.18200592
        42,     64972.1800,       2.79466061,       2.10000000,       0.34410600,       0.25857258
        50,     65175.0500,       2.79471288,       2.10000000,       0.34304100,       0.25776748
        60,     65432.1900,       2.79467439,       2.10000000,       0.34168800,       0.25675435
        72,     65690.3100,       2.79471580,       2.10000000,       0.34035000,       0.25574515
        86,     65908.7300,       2.79471584,       2.10000000,       0.33922300,       0.25489829
       103,     66085.3400,       2.79471631,       2.10000000,       0.33831600,       0.25421672
       124,     66241.1800,       2.79471820,       2.10000000,       0.33752000,       0.25361842
       149,     66368.4700,       2.79471294,       2.10000000,       0.33687200,       0.25313197
       179,     66460.3800,       2.79471124,       2.10000000,       0.33640600,       0.25278197
       215,     66554.2900,       2.79471289,       2.10000000,       0.33593200,       0.25242564
       258,     66398.8000,       2.79471002,       2.10000000,       0.33671800,       0.25301652
       310,     66497.7800,       2.79472015,       2.10000000,       0.33621800,       0.25263989
       372,     57684.9300,       2.79471671,       2.10000000,       0.38758400,       0.29123753
       446,     53656.2800,       2.79471750,       2.10000000,       0.41668400,       0.31310370
       535,     54131.6200,       2.79471767,       2.10000000,       0.41302600,       0.31035500
       642,     54694.5700,       2.79470388,       2.10000000,       0.40877200,       0.30715998
       770,     54069.6600,       2.79471957,       2.10000000,       0.41349900,       0.31071021
       924,     52585.7200,       2.79471455,       2.10000000,       0.42516700,       0.31947832
      1109,     50156.6900,       2.79466377,       2.10000000,       0.44574900,       0.33495010
      1331,     50118.5600,       2.79471641,       2.10000000,       0.44609700,       0.33520528
      1597,     50008.0400,       2.79471744,       2.10000000,       0.44708300,       0.33594605
      1916,     50901.3900,       2.79471909,       2.10000000,       0.43923700,       0.33005024
      2299,     49505.8200,       2.79471379,       2.10000000,       0.45161800,       0.33935418
      2759,     51349.1600,       2.79469622,       2.10000000,       0.43540300,       0.32717198
      3311,     52319.2900,       2.79471849,       2.10000000,       0.42733300,       0.32110544
      3973,     51041.7200,       2.79471447,       2.10000000,       0.43802800,       0.32914232
      4768,     51177.8300,       2.79470920,       2.10000000,       0.43686300,       0.32826754
      5722,     51737.8100,       2.79471677,       2.10000000,       0.43213500,       0.32471394
      6866,     51153.0000,       2.79471606,       2.10000000,       0.43707600,       0.32842678
      8239,     51001.5800,       2.79471587,       2.10000000,       0.43837300,       0.32940139
      9887,     52986.2700,       2.79466338,       2.10000000,       0.42194500,       0.31706305
     11864,     51529.8500,       2.79471192,       2.10000000,       0.43387800,       0.32602423
     14237,     54223.0600,       2.79471151,       2.10000000,       0.41232800,       0.30983119
     17084,     52746.4800,       2.79471765,       2.10000000,       0.42387200,       0.31850488
     20501,     51817.6500,       2.79471393,       2.10000000,       0.43146900,       0.32421383
     24601,     51767.0100,       2.79471558,       2.10000000,       0.43189100,       0.32453073
     29521,     50792.7600,       2.79471731,       2.10000000,       0.44017600,       0.33075603
     35425,     38177.3200,       2.79471414,       2.10000000,       0.58562800,       0.44005173
     42510,     36000.7300,       2.79471822,       2.10000000,       0.62103600,       0.46665728
     51012,     33630.1700,       2.79471246,       2.10000000,       0.66481100,       0.49955161
     61214,     32323.0300,       2.79464649,       2.10000000,       0.69167900,       0.51975300
     73457,     30745.3900,       2.79468143,       2.10000000,       0.72718100,       0.54642368
     88148,     30182.9600,       2.79471266,       2.10000000,       0.74073900,       0.55660531
    105778,     29337.9200,       2.79471298,       2.10000000,       0.76207500,       0.57263752
    126934,     28435.3900,       2.79465908,       2.10000000,       0.78624800,       0.59081296
    152321,     27421.0100,       2.79471489,       2.10000000,       0.81535000,       0.61266894
    182785,     26761.1700,       2.79471281,       2.10000000,       0.83545300,       0.62777517
    219342,     27481.3000,       2.79460558,       2.10000000,       0.81352900,       0.61132451
    263210,     27194.6300,       2.79471844,       2.10000000,       0.82213800,       0.61776878
    315852,     26252.6400,       2.79461167,       2.10000000,       0.85160600,       0.63993600
    379022,     26323.3900,       2.79471443,       2.10000000,       0.84934800,       0.63821576
    454826,     26623.9200,       2.79471883,       2.10000000,       0.83976200,       0.63101167
    545791,     26179.8000,       2.79471534,       2.10000000,       0.85400700,       0.64171641
    654949,     26154.2500,       2.79471133,       2.10000000,       0.85484000,       0.64234326
    785939,     26107.8800,       2.79468149,       2.10000000,       0.85634900,       0.64348403
    943127,     26816.9700,       2.79471588,       2.10000000,       0.83371600,       0.62646926
   1131752,     26801.7900,       2.79471139,       2.10000000,       0.83418700,       0.62682419
   1358102,     26171.7300,       2.79471505,       2.10000000,       0.85427000,       0.64191410
   1629722,     26049.6400,       2.79471733,       2.10000000,       0.85827400,       0.64492225
   1955666,     26679.8600,       2.79471758,       2.10000000,       0.83800100,       0.62968871
