  Size(KB),       Bw(MB/s),    nominal_clock,     actual_clock,   cy_nominal/LUP,           cy/LUP
         5,    129385.5700,       2.79471543,       2.10000000,       0.51839800,       0.38953368
         6,    133711.5200,       2.79471340,       2.10000000,       0.50162600,       0.37693117
         7,    138623.5800,       2.79471084,       2.10000000,       0.48385000,       0.36357429
         8,    140298.4700,       2.79471841,       2.10000000,       0.47807500,       0.35923387
        10,    144328.8100,       2.79471670,       2.10000000,       0.46472500,       0.34920266
        12,    146367.2800,       2.79471682,       2.10000000,       0.45825300,       0.34433947
        14,    144336.5000,       2.79471582,       2.10000000,       0.46470000,       0.34918398
        17,    150565.5600,       2.79471570,       2.10000000,       0.44547500,       0.33473798
        20,    152102.8300,       2.79471675,       2.10000000,       0.44097300,       0.33135498
        24,    153262.6300,       2.79471587,       2.10000000,       0.43763600,       0.32884760
        29,    147856.1100,       2.79471554,       2.10000000,       0.45363800,       0.34087183
        35,    140737.5600,       2.79471320,       2.10000000,       0.47658300,       0.35811342
        42,     93837.3000,       2.79471112,       2.10000000,       0.71478000,       0.53709952
        50,     71787.3700,       2.79471225,       2.10000000,       0.93433000,       0.70207335
        60,     68648.6300,       2.79471691,       2.10000000,       0.97705100,       0.73417350
        72,     67045.7800,       2.79471703,       2.10000000,       1.00040900,       0.75172509
        86,     66534.6500,       2.79471529,       2.10000000,       1.00809400,       0.75750020
       103,     66417.8600,       2.79472046,       2.10000000,       1.00986800,       0.75883182
       124,     66473.9200,       2.79471977,       2.10000000,       1.00901600,       0.75819180
       149,     66548.8000,       2.79471450,       2.10000000,       1.00787900,       0.75733886
       179,     66624.6200,       2.79471521,       2.10000000,       1.00673200,       0.75647679
       215,     66689.9700,       2.79471470,       2.10000000,       1.00574600,       0.75573603
       258,     65162.2600,       2.79471393,       2.10000000,       1.02932500,       0.77345394
       310,     66524.2200,       2.79471599,       2.10000000,       1.00825200,       0.75761874
       372,     64755.8000,       2.79471860,       2.10000000,       1.03578700,       0.77830831
       446,     61387.3300,       2.79471713,       2.10000000,       1.09262300,       0.82101629
       535,     60581.4400,       2.79471504,       2.10000000,       1.10715700,       0.83193802
       642,     54409.7100,       2.79472036,       2.10000000,       1.23274500,       0.92630538
       770,     50672.8100,       2.79471478,       2.10000000,       1.32365200,       0.99461642
       924,     48175.2300,       2.79471725,       2.10000000,       1.39227600,       1.04618083
      1109,     48854.3100,       2.79471219,       2.10000000,       1.37292100,       1.03163901
      1331,     46425.0700,       2.79471401,       2.10000000,       1.44476100,       1.08562024
      1597,     49092.9000,       2.79469215,       2.10000000,       1.36623800,       1.02662463
      1916,     48559.3400,       2.79471985,       2.10000000,       1.38126400,       1.03790525
      2299,     47006.6400,       2.79471843,       2.10000000,       1.42688900,       1.07218919
      2759,     47078.9100,       2.79471676,       2.10000000,       1.42469800,       1.07054348
      3311,     47488.7600,       2.79471901,       2.10000000,       1.41240300,       1.06130394
      3973,     47540.4200,       2.79471367,       2.10000000,       1.41086500,       1.06015029
      4768,     48573.4300,       2.79471160,       2.10000000,       1.38085900,       1.03760399
      5722,     49036.5500,       2.79471586,       2.10000000,       1.36782000,       1.02780467
      6866,     49187.7300,       2.79471583,       2.10000000,       1.36361600,       1.02464571
      8239,     51794.6400,       2.79471890,       2.10000000,       1.29498400,       0.97307332
      9887,     48613.1300,       2.79470875,       2.10000000,       1.37973000,       1.03675669
     11864,     49337.6500,       2.79463931,       2.10000000,       1.35943500,       1.02153201
     14237,     50412.4700,       2.79471150,       2.10000000,       1.33048600,       0.99975278
