  Size(KB),       Bw(MB/s),    nominal_clock,     actual_clock,   cy_nominal/LUP,           cy/LUP
         5,    155222.2000,       2.79471665,       2.10000000,       0.43211100,       0.32469592
         6,    157283.6400,       2.79472028,       2.10000000,       0.42644800,       0.32044023
         7,    159631.1300,       2.79471607,       2.10000000,       0.42017600,       0.31572782
         8,    160813.9300,       2.79471622,       2.10000000,       0.41708600,       0.31340592
        10,    163297.1700,       2.79471334,       2.10000000,       0.41074300,       0.30863999
        12,    164691.4900,       2.79471129,       2.10000000,       0.40726500,       0.30602678
        14,    165714.9300,       2.79471517,       2.10000000,       0.40475000,       0.30413654
        17,    166227.2400,       2.79470228,       2.10000000,       0.40350100,       0.30319942
        20,    167673.6400,       2.79465674,       2.10000000,       0.40001400,       0.30058411
        24,    166290.0200,       2.79471432,       2.10000000,       0.40335000,       0.30308465
        29,    168028.3900,       2.79467836,       2.10000000,       0.39917200,       0.29994908
        35,    134024.9800,       2.79471446,       2.10000000,       0.50045300,       0.37604962
        42,    100540.6900,       2.79471580,       2.10000000,       0.66712500,       0.50128979
        50,     98280.4100,       2.79471806,       2.10000000,       0.68246800,       0.51281838
        60,     98074.8800,       2.79471373,       2.10000000,       0.68389700,       0.51389296
        72,     98447.7700,       2.79471675,       2.10000000,       0.68130700,       0.51194623
        86,     98735.6600,       2.79404412,       2.10000000,       0.67915700,       0.51045354
       103,     99044.1500,       2.79471936,       2.10000000,       0.67720600,       0.50886419
       124,     99289.6600,       2.79471398,       2.10000000,       0.67553000,       0.50760579
       149,     99494.4400,       2.79471749,       2.10000000,       0.67414000,       0.50656068
       179,     99654.3700,       2.79471678,       2.10000000,       0.67305800,       0.50574778
       215,     95486.6500,       2.79468861,       2.10000000,       0.70242800,       0.52782224
       258,     99630.4000,       2.79471449,       2.10000000,       0.67322000,       0.50586992
       310,     97207.0600,       2.79471673,       2.10000000,       0.69000300,       0.51848056
       372,     92510.1900,       2.79471325,       2.10000000,       0.72503500,       0.54480491
       446,     83545.0100,       2.79471193,       2.10000000,       0.80283800,       0.60326783
       535,     83298.6500,       2.79471812,       2.10000000,       0.80521400,       0.60505186
       642,     81379.2100,       2.79471602,       2.10000000,       0.82420500,       0.61932249
