  Size(KB),       Bw(MB/s),    nominal_clock,     actual_clock,   cy_nominal/LUP,           cy/LUP
         5,    125504.6200,       2.79466507,       2.10000000,       0.71255800,       0.53543869
         6,    127824.1200,       2.79471707,       2.10000000,       0.69964100,       0.52572266
         7,    132747.0100,       2.79471313,       2.10000000,       0.67369400,       0.50622634
         8,    135006.9300,       2.79471966,       2.10000000,       0.66241800,       0.49775218
        10,    138443.6500,       2.79472001,       2.10000000,       0.64597400,       0.48539582
        12,    140005.6300,       2.79467509,       2.10000000,       0.63875700,       0.47998055
        14,    142642.2000,       2.79471319,       2.10000000,       0.62695900,       0.47110877
        17,    143717.4100,       2.79471486,       2.10000000,       0.62226900,       0.46758434
        20,    145615.8700,       2.79471437,       2.10000000,       0.61415600,       0.46148816
        24,    146794.1400,       2.79471258,       2.10000000,       0.60922600,       0.45778396
        29,    147652.4200,       2.79404414,       2.10000000,       0.60554000,       0.45512309
        35,    130345.0800,       2.79471093,       2.10000000,       0.68610800,       0.51555486
        42,     85472.4700,       2.79471591,       2.10000000,       1.04631200,       0.78621773
        50,     66677.6600,       2.79471786,       2.10000000,       1.34124300,       1.00783350
        60,     65903.0500,       2.79471430,       2.10000000,       1.35700600,       1.01967940
        72,     65848.2100,       2.79471703,       2.10000000,       1.35813800,       1.02052901
        86,     66137.8600,       2.79469016,       2.10000000,       1.35217700,       1.01605958
       103,     66242.0800,       2.79471533,       2.10000000,       1.35006200,       1.01446118
       124,     66347.8300,       2.79471498,       2.10000000,       1.34791000,       1.01284425
       149,     66418.7100,       2.79471424,       2.10000000,       1.34647100,       1.01176323
       179,     66461.4800,       2.79467371,       2.10000000,       1.34558500,       1.01111213
       215,     66521.6800,       2.79397228,       2.10000000,       1.34403000,       1.01019721
       258,     66473.0500,       2.79471798,       2.10000000,       1.34537200,       1.01093606
       310,     66277.7700,       2.79471507,       2.10000000,       1.34933500,       1.01391499
       372,     59165.7900,       2.79471770,       2.10000000,       1.51153200,       1.13579171
       446,     55576.9800,       2.79471571,       2.10000000,       1.60913600,       1.20913393
       535,     58508.8800,       2.79471040,       2.10000000,       1.52849900,       1.14854402
       642,     53832.8600,       2.79469307,       2.10000000,       1.66125600,       1.24830796
       770,     53501.6100,       2.79465457,       2.10000000,       1.67151900,       1.25603713
       924,     49661.1300,       2.79471325,       2.10000000,       1.80082200,       1.35317146
      1109,     47774.7100,       2.79471750,       2.10000000,       1.87193100,       1.40660195
      1331,     48046.8900,       2.79472001,       2.10000000,       1.86132900,       1.39863417
      1597,     47108.4000,       2.79471451,       2.10000000,       1.89840600,       1.42649726
      1916,     47409.0900,       2.79471895,       2.10000000,       1.88636800,       1.41744944
      2299,     47911.7000,       2.79471111,       2.10000000,       1.86657500,       1.40258057
      2759,     47612.8900,       2.79471494,       2.10000000,       1.87829100,       1.41138226
      3311,     47380.1000,       2.79471827,       2.10000000,       1.88752200,       1.41831692
      3973,     49818.8800,       2.79471587,       2.10000000,       1.79512100,       1.34888636
      4768,     47608.3500,       2.79471603,       2.10000000,       1.87847100,       1.41151697
      5722,     49535.9300,       2.79471982,       2.10000000,       1.80537700,       1.35659098
