  Size(KB),       Bw(MB/s),    nominal_clock,     actual_clock,   cy_nominal/LUP,           cy/LUP
         5,     61167.3500,       2.34998708,       2.00000000,       0.61470400,       0.52315522
         6,     54856.2900,       2.35004379,       2.00000000,       0.68544000,       0.58334232
         7,     57536.1000,       2.34994499,       2.00000000,       0.65348700,       0.55617217
         8,     58274.1200,       2.34998534,       2.00000000,       0.64522200,       0.54912853
        10,     59309.8500,       2.35004426,       2.00000000,       0.63397100,       0.53953963
        12,     60061.1300,       2.35004346,       2.00000000,       0.62604000,       0.53279015
        14,     60565.8100,       2.35001842,       2.00000000,       0.62081700,       0.52835075
        17,     61161.2200,       2.35004806,       2.00000000,       0.61478100,       0.52320717
        20,     61552.9900,       2.35004661,       2.00000000,       0.61086800,       0.51987735
        24,     61905.3000,       2.35000150,       2.00000000,       0.60738000,       0.51691882
        29,     61985.2700,       2.34953336,       2.00000000,       0.60647500,       0.51625145
        35,     60390.0000,       2.35004355,       2.00000000,       0.62263100,       0.52988890
        42,     58449.4400,       2.35004778,       2.00000000,       0.64330400,       0.54748163
        50,     58602.3300,       2.35003477,       2.00000000,       0.64162200,       0.54605320
        60,     58912.9400,       2.35004778,       2.00000000,       0.63824300,       0.54317449
        72,     59041.2300,       2.35004525,       2.00000000,       0.63685500,       0.54199382
        86,     59316.9600,       2.34994287,       2.00000000,       0.63386700,       0.53947439
       103,     59378.1000,       2.34995936,       2.00000000,       0.63321900,       0.53891911
       124,     59500.2200,       2.34996251,       2.00000000,       0.63192000,       0.53781284
       149,     59575.7800,       2.35004849,       2.00000000,       0.63114200,       0.53713104
       179,     59641.8700,       2.35004492,       2.00000000,       0.63044200,       0.53653613
       215,     59772.3100,       2.35004464,       2.00000000,       0.62906600,       0.53536515
       258,     58246.3500,       2.35004553,       2.00000000,       0.64554700,       0.54939106
       310,     58336.3700,       2.35004285,       2.00000000,       0.64455000,       0.54854319
       372,     59239.4600,       2.34995184,       2.00000000,       0.63469900,       0.54018043
       446,     57491.6400,       2.35004905,       2.00000000,       0.65402200,       0.55660285
       535,     55112.0300,       2.35004257,       2.00000000,       0.68225900,       0.58063544
       642,     53418.7100,       2.35004610,       2.00000000,       0.70388700,       0.59904101
       770,     52147.9800,       2.35004712,       2.00000000,       0.72104000,       0.61363876
       924,     51238.2300,       2.35000460,       2.00000000,       0.73382900,       0.62453410
      1109,     48690.3700,       2.35004642,       2.00000000,       0.77224200,       0.65721425
      1331,     46497.6800,       2.35004529,       2.00000000,       0.80865800,       0.68820631
      1597,     48196.7200,       2.35004792,       2.00000000,       0.78015200,       0.66394561
      1916,     47675.6800,       2.34993920,       2.00000000,       0.78864200,       0.67120204
      2299,     47259.7200,       2.35004919,       2.00000000,       0.79562000,       0.67710923
      2759,     48259.0700,       2.35004670,       2.00000000,       0.77914400,       0.66308810
      3311,     47456.5400,       2.35004839,       2.00000000,       0.79232000,       0.67430101
      3973,     47978.6200,       2.34998294,       2.00000000,       0.78367700,       0.66696399
      4768,     47497.2700,       2.35004844,       2.00000000,       0.79164100,       0.67372313
      5722,     48267.6900,       2.35001442,       2.00000000,       0.77899400,       0.66296955
      6866,     51357.4800,       2.35004689,       2.00000000,       0.73213800,       0.62308374
      8239,     47236.4900,       2.35004365,       2.00000000,       0.79601000,       0.67744274
      9887,     50611.3500,       2.35004581,       2.00000000,       0.74293100,       0.63226938
     11864,     51517.9800,       2.35004412,       2.00000000,       0.72985600,       0.62114238
     14237,     46260.0600,       2.35004844,       2.00000000,       0.81281300,       0.69174149
     17084,     33823.2500,       2.35004529,       2.00000000,       1.11168300,       0.94609496
     20501,     21837.3500,       2.35004229,       2.00000000,       1.72185100,       1.46537874
     24601,     16850.9500,       2.35000127,       2.00000000,       2.23132900,       1.89900238
     29521,     15719.5500,       2.35004511,       2.00000000,       2.39197100,       2.03568093
     35425,     15649.8700,       2.35004609,       2.00000000,       2.40262300,       2.04474543
     42510,     15686.6800,       2.35004844,       2.00000000,       2.39698700,       2.03994689
     51012,     15724.5500,       2.34993211,       2.00000000,       2.39109600,       2.03503411
     61214,     15582.9800,       2.34999939,       2.00000000,       2.41288900,       2.05352309
     73457,     15644.9200,       2.35004445,       2.00000000,       2.40338100,       2.04539195
     88148,     15751.5700,       2.35004525,       2.00000000,       2.38710900,       2.03154301
    105778,     15750.5100,       2.35004534,       2.00000000,       2.38727100,       2.03168080
    126934,     15831.2700,       2.35004553,       2.00000000,       2.37509300,       2.02131658
    152321,     15911.4200,       2.34997153,       2.00000000,       2.36305300,       2.01113330
    182785,     15786.0200,       2.35003040,       2.00000000,       2.38188500,       2.02710995
    219342,     15742.5000,       2.35004712,       2.00000000,       2.38848700,       2.03271413
    263210,     15810.4700,       2.35004558,       2.00000000,       2.37821800,       2.02397607
    315852,     15859.9300,       2.35004384,       2.00000000,       2.37079900,       2.01766364
    379022,     15864.1200,       2.35004304,       2.00000000,       2.37017100,       2.01712987
    454826,     15721.6600,       2.35004689,       2.00000000,       2.39165200,       2.03540790
    545791,     15887.6700,       2.35004464,       2.00000000,       2.36666000,       2.01414047
    654949,     15893.5000,       2.35004393,       2.00000000,       2.36579100,       2.01340151
    785939,     15749.4400,       2.34996424,       2.00000000,       2.38735000,       2.03181815
    943127,     15875.7500,       2.35004572,       2.00000000,       2.36843800,       2.01565270
   1131752,     15831.1100,       2.35004778,       2.00000000,       2.37511900,       2.02133677
   1358102,     15824.1200,       2.35004665,       2.00000000,       2.37616700,       2.02222964
   1629722,     15745.3100,       2.35004211,       2.00000000,       2.38805500,       2.03235082
   1955666,     15831.3000,       2.35004496,       2.00000000,       2.37508700,       2.02131196
   2346799,     15701.3800,       2.35004651,       2.00000000,       2.39474100,       2.03803711
   2816159,     15786.3300,       2.35000630,       2.00000000,       2.38181400,       2.02707031
   3379391,     15863.0400,       2.35004374,       2.00000000,       2.37033400,       2.01726798
   4055269,     15799.5000,       2.34999342,       2.00000000,       2.37981500,       2.02538014
   4866323,     15833.7200,       2.35004252,       2.00000000,       2.37472200,       2.02100343
   5839588,     15797.8300,       2.34959607,       2.00000000,       2.37966500,       2.02559498
