  Size(KB),       Bw(MB/s),    nominal_clock,     actual_clock,   cy_nominal/LUP,           cy/LUP
         5,    106691.2900,       2.34992769,       2.00000000,       0.17620400,       0.14996547
         6,    109901.5100,       2.35004933,       2.00000000,       0.17106600,       0.14558503
         7,    112235.8900,       2.34997895,       2.00000000,       0.16750300,       0.14255702
         8,    114028.9600,       2.35002941,       2.00000000,       0.16487200,       0.14031484
        10,    116607.8200,       2.35004839,       2.00000000,       0.16122700,       0.13721164
        12,    118211.1800,       2.35004435,       2.00000000,       0.15904000,       0.13535064
        14,    119495.2500,       2.34957606,       2.00000000,       0.15730000,       0.13389650
        17,    120963.7000,       2.35004369,       2.00000000,       0.15542100,       0.13227073
        20,    118162.9700,       2.34994357,       2.00000000,       0.15909800,       0.13540580
        24,    119768.5200,       2.35004294,       2.00000000,       0.15697200,       0.13359075
        29,    119679.1700,       2.35004858,       2.00000000,       0.15709000,       0.13369085
        35,     76973.3800,       2.35004609,       2.00000000,       0.24424500,       0.20786401
        42,     60993.7100,       2.35004280,       2.00000000,       0.30823400,       0.26232203
        50,     61504.0700,       2.35004450,       2.00000000,       0.30567700,       0.26014571
        60,     61819.7200,       2.35004633,       2.00000000,       0.30411600,       0.25881703
        72,     62231.2700,       2.35004576,       2.00000000,       0.30210500,       0.25710563
        86,     62472.3800,       2.35004520,       2.00000000,       0.30093900,       0.25611337
       103,     62665.9600,       2.35004454,       2.00000000,       0.30000900,       0.25532197
       124,     62867.8800,       2.35004877,       2.00000000,       0.29904600,       0.25450195
       149,     63012.4900,       2.35004872,       2.00000000,       0.29836000,       0.25391814
       179,     63167.7900,       2.35004788,       2.00000000,       0.29762600,       0.25329356
       215,     63296.3500,       2.35004680,       2.00000000,       0.29702100,       0.25277880
       258,     63254.4600,       2.34957977,       2.00000000,       0.29715900,       0.25294651
       310,     62468.9600,       2.35004601,       2.00000000,       0.30095500,       0.25612690
       372,     62487.6100,       2.35004661,       2.00000000,       0.30086600,       0.25605109
       446,     57666.9000,       2.35004802,       2.00000000,       0.32601700,       0.27745561
       535,     52730.2500,       2.35002621,       2.00000000,       0.35653600,       0.30343151
       642,     49873.3900,       2.35003242,       2.00000000,       0.37696000,       0.32081260
       770,     46515.4700,       2.35004656,       2.00000000,       0.40417500,       0.34397191
       924,     46041.1600,       2.35004778,       2.00000000,       0.40833900,       0.34751549
      1109,     44551.4400,       2.34995391,       2.00000000,       0.42197600,       0.35913555
      1331,     44565.3300,       2.35004830,       2.00000000,       0.42186100,       0.35902326
      1597,     45243.3800,       2.35004661,       2.00000000,       0.41553900,       0.35364320
      1916,     43733.6500,       2.35004548,       2.00000000,       0.42988300,       0.36585079
      2299,     43642.2200,       2.35004539,       2.00000000,       0.43078400,       0.36661760
      2759,     43593.1200,       2.34957516,       2.00000000,       0.43118300,       0.36703061
      3311,     45150.7800,       2.35004694,       2.00000000,       0.41639100,       0.35436824
      3973,     45430.9100,       2.34994663,       2.00000000,       0.41380600,       0.35218332
