  Size(KB),       Bw(MB/s),    nominal_clock,     actual_clock,   cy_nominal/LUP,           cy/LUP
         5,    107109.2300,       2.35004914,       2.00000000,       0.70210200,       0.59752112
         6,    109856.0900,       2.35002828,       2.00000000,       0.68454000,       0.58258022
         7,    112016.9400,       2.35004215,       2.00000000,       0.67133900,       0.57134209
         8,    113948.2000,       2.35004478,       2.00000000,       0.65996200,       0.56165908
        10,    116426.9000,       2.35004238,       2.00000000,       0.64591000,       0.54970072
        12,    112223.7100,       2.35004727,       2.00000000,       0.67010400,       0.57028981
        14,    114580.8700,       2.35004764,       2.00000000,       0.65631800,       0.55855719
        17,    116682.5100,       2.35004642,       2.00000000,       0.64449700,       0.54849725
        20,    117657.3800,       2.35004205,       2.00000000,       0.63915500,       0.54395197
        24,    118854.8600,       2.35004741,       2.00000000,       0.63271700,       0.53847169
        29,    120280.6300,       2.35004473,       2.00000000,       0.62521600,       0.53208860
        35,    100937.7800,       2.34995071,       2.00000000,       0.74499800,       0.63405415
        42,     74018.8800,       2.34996575,       2.00000000,       1.01594200,       0.86464409
        50,     61582.9100,       2.34999281,       2.00000000,       1.22111400,       1.03924914
        60,     61658.7400,       2.35004346,       2.00000000,       1.21963900,       1.03797144
        72,     62039.5600,       2.35004637,       2.00000000,       1.21215400,       1.03160007
        86,     62312.2000,       2.34997106,       2.00000000,       1.20681100,       1.02708584
       103,     62604.6300,       2.35004708,       2.00000000,       1.20121300,       1.02228846
       124,     62736.7400,       2.35004778,       2.00000000,       1.19868400,       1.02013585
       149,     62948.7800,       2.35004567,       2.00000000,       1.19464500,       1.01669939
       179,     63079.6900,       2.34982475,       2.00000000,       1.19205400,       1.01458971
       215,     62884.3900,       2.35003247,       2.00000000,       1.19586200,       1.01774083
       258,     63289.9900,       2.35004722,       2.00000000,       1.18820500,       1.01121798
       310,     62977.8100,       2.35004413,       2.00000000,       1.19409400,       1.01623113
       372,     61325.1700,       2.34997693,       2.00000000,       1.22623800,       1.04361705
       446,     59351.3900,       2.35004642,       2.00000000,       1.26705500,       1.07832338
       535,     56886.2900,       2.35004628,       2.00000000,       1.32196100,       1.12505104
       642,     53228.5600,       2.35004698,       2.00000000,       1.41280400,       1.20236234
       770,     49946.2400,       2.35004661,       2.00000000,       1.50564900,       1.28137799
       924,     51942.7700,       2.35004440,       2.00000000,       1.44777400,       1.23212481
      1109,     48743.4500,       2.35004483,       2.00000000,       1.54280100,       1.31299708
      1331,     50356.6200,       2.35004511,       2.00000000,       1.49337800,       1.27093561
      1597,     48276.3300,       2.34994151,       2.00000000,       1.55766000,       1.32570108
      1916,     47556.5500,       2.35004468,       2.00000000,       1.58130500,       1.34576590
      2299,     50142.4000,       2.35004661,       2.00000000,       1.49975900,       1.27636532
      2759,     47294.8100,       2.35004511,       2.00000000,       1.59005700,       1.35321402
      3311,     50255.8200,       2.35004596,       2.00000000,       1.49637300,       1.27348403
      3973,     49732.6200,       2.34995682,       2.00000000,       1.51205800,       1.28688152
      4768,     47584.2600,       2.35004769,       2.00000000,       1.58038700,       1.34498292
      5722,     50329.9100,       2.34958353,       2.00000000,       1.49387700,       1.27161004
      6866,     48696.3500,       2.35004022,       2.00000000,       1.54429000,       1.31426687
      8239,     46471.8300,       2.35004647,       2.00000000,       1.61821700,       1.37717873
      9887,     48486.8900,       2.35004647,       2.00000000,       1.55096500,       1.31994411
     11864,     47603.6400,       2.34999159,       2.00000000,       1.57970500,       1.34443460
     14237,     45480.1200,       2.35004553,       2.00000000,       1.65350200,       1.40720848
     17084,     41851.3600,       2.35004642,       2.00000000,       1.79687100,       1.52922171
     20501,     33422.9800,       2.35004680,       2.00000000,       2.24999300,       1.91484953
     24601,     26480.3100,       2.35004882,       2.00000000,       2.83990400,       2.41688937
     29521,     26078.5800,       2.35004234,       2.00000000,       2.88364500,       2.45412174
     35425,     24623.2800,       2.35004275,       2.00000000,       3.05407600,       2.59916633
     42510,     25421.7400,       2.35004656,       2.00000000,       2.95815700,       2.51753055
     51012,     25413.3300,       2.35004384,       2.00000000,       2.95913200,       2.51836324
     61214,     25127.5600,       2.35004482,       2.00000000,       2.99278700,       2.54700419
     73457,     24388.1700,       2.35004769,       2.00000000,       3.08352500,       2.62422334
     88148,     24912.3800,       2.35003500,       2.00000000,       3.01862500,       2.56900429
    105778,     24766.8000,       2.35004689,       2.00000000,       3.03638400,       2.58410503
    126934,     25221.9800,       2.35004172,       2.00000000,       2.98158000,       2.53746984
    152321,     25239.5200,       2.34998562,       2.00000000,       2.97943600,       2.53570573
    182785,     25297.4200,       2.35004529,       2.00000000,       2.97269200,       2.52990188
    219342,     25222.0600,       2.35004689,       2.00000000,       2.98157700,       2.53746171
    263210,     25189.4300,       2.35004384,       2.00000000,       2.98543400,       2.54074750
    315852,     23417.1600,       2.35004497,       2.00000000,       3.21138200,       2.73303877
    379022,     24662.9300,       2.34999187,       2.00000000,       3.04910000,       2.59498770
    454826,     24371.9500,       2.35004661,       2.00000000,       3.08557500,       2.62596920
    545791,     25080.3100,       2.35004422,       2.00000000,       2.99842500,       2.55180305
    654949,     24735.5200,       2.34998619,       2.00000000,       3.04014500,       2.58737266
    785939,     24497.2300,       2.35004177,       2.00000000,       3.06978900,       2.61253995
    943127,     25079.5000,       2.35004576,       2.00000000,       2.99852300,       2.55188477
   1131752,     24314.1800,       2.35004577,       2.00000000,       3.09290500,       2.63220831
   1358102,     24800.7400,       2.35004520,       2.00000000,       3.03222600,       2.58056824
   1629722,     24345.9200,       2.35004689,       2.00000000,       3.08887500,       2.62877733
   1955666,     25038.4700,       2.35004703,       2.00000000,       3.00343900,       2.55606714
   2346799,     24395.8000,       2.35004294,       2.00000000,       3.08255500,       2.62340312
   2816159,     25226.4400,       2.35004229,       2.00000000,       2.98105300,       2.53702073
   3379391,     25213.8900,       2.35004633,       2.00000000,       2.98254200,       2.53828358
   4055269,     24919.9000,       2.35004502,       2.00000000,       3.01772700,       2.56822910
   4866323,     24833.9600,       2.35004275,       2.00000000,       3.02816600,       2.57711567
   5839588,     25091.9000,       2.35004200,       2.00000000,       2.99703700,       2.55062420
