  Size(KB),       Bw(MB/s),    nominal_clock,     actual_clock,   cy_nominal/LUP,           cy/LUP
         5,    108364.0200,       2.35004755,       2.00000000,       0.52047800,       0.44295104
         6,    110580.6400,       2.35004464,       2.00000000,       0.51004500,       0.43407261
         7,    113145.0400,       2.35004515,       2.00000000,       0.49848500,       0.42423440
         8,    114467.5100,       2.35004530,       2.00000000,       0.49272600,       0.41933319
        10,    117124.8800,       2.35002340,       2.00000000,       0.48154200,       0.40981890
        12,    118864.2100,       2.35004703,       2.00000000,       0.47450100,       0.40382256
        14,    120030.9500,       2.35004294,       2.00000000,       0.46988700,       0.39989652
        17,    121378.2200,       2.35003561,       2.00000000,       0.46467000,       0.39545784
        20,    122344.8600,       2.35004318,       2.00000000,       0.46100000,       0.39233322
        24,    123201.4100,       2.35004797,       2.00000000,       0.45779600,       0.38960566
        29,    121889.7800,       2.34992544,       2.00000000,       0.46269800,       0.39379803
        35,    116558.7100,       2.34960707,       2.00000000,       0.48379500,       0.41180928
        42,     85491.3400,       2.35003397,       2.00000000,       0.65972500,       0.56145997
        50,     61920.8800,       2.35004515,       2.00000000,       0.91085700,       0.77518255
        60,     62169.2700,       2.34993540,       2.00000000,       0.90717600,       0.77208590
        72,     62436.6600,       2.35004252,       2.00000000,       0.90333200,       0.76877928
        86,     62980.2600,       2.35004825,       2.00000000,       0.89553700,       0.76214350
       103,     62914.4600,       2.34998200,       2.00000000,       0.89644800,       0.76294031
       124,     63097.0300,       2.35004717,       2.00000000,       0.89387900,       0.76073281
       149,     63179.4000,       2.35004609,       2.00000000,       0.89271400,       0.75974169
       179,     63316.2400,       2.35004628,       2.00000000,       0.89078400,       0.75809911
       215,     63426.3600,       2.35004525,       2.00000000,       0.88923700,       0.75678288
       258,     62114.6200,       2.35004727,       2.00000000,       0.90801700,       0.77276488
       310,     63450.9800,       2.35004177,       2.00000000,       0.88889100,       0.75648953
       372,     60973.0000,       2.35004473,       2.00000000,       0.92501700,       0.78723353
       446,     58674.8800,       2.35004586,       2.00000000,       0.96124800,       0.81806744
       535,     59317.9100,       2.35004590,       2.00000000,       0.95082800,       0.80919951
       642,     52210.6300,       2.35004158,       2.00000000,       1.08025900,       0.91935310
       770,     52565.9900,       2.34997012,       2.00000000,       1.07292400,       0.91313842
       924,     50788.8100,       2.35001950,       2.00000000,       1.11049000,       0.94509003
      1109,     49569.3900,       2.35004215,       2.00000000,       1.13781900,       0.96833923
      1331,     47035.2200,       2.35002833,       2.00000000,       1.19911600,       1.02051195
      1597,     47205.0900,       2.35003204,       2.00000000,       1.19480300,       1.01683975
      1916,     48054.1700,       2.34996157,       2.00000000,       1.17365600,       0.99887251
      2299,     48101.9100,       2.35004726,       2.00000000,       1.17253400,       0.99788121
      2759,     47426.2900,       2.35004717,       2.00000000,       1.18923800,       1.01209713
      3311,     47631.7300,       2.34994461,       2.00000000,       1.18405700,       1.00773184
      3973,     47752.7400,       2.35004614,       2.00000000,       1.18110700,       1.00517771
      4768,     47936.5400,       2.35004586,       2.00000000,       1.17657800,       1.00132344
      5722,     46044.8300,       2.34994287,       2.00000000,       1.22486300,       1.04246194
      6866,     49474.2600,       2.35004290,       2.00000000,       1.14000700,       0.97020101
      8239,     48889.3000,       2.35005018,       2.00000000,       1.15365100,       0.98180967
      9887,     47762.8800,       2.35004684,       2.00000000,       1.18085700,       1.00496465
     11864,     46862.8500,       2.35003331,       2.00000000,       1.20352900,       1.02426548
     14237,     45845.1100,       2.35004515,       2.00000000,       1.23025300,       1.04700371
     17084,     34587.9800,       2.35004684,       2.00000000,       1.63065700,       1.38776553
     20501,     26727.6900,       2.35004388,       2.00000000,       2.11021000,       1.79588987
     24601,     20881.8100,       2.35004454,       2.00000000,       2.70096600,       2.29865090
     29521,     19517.1500,       2.35004506,       2.00000000,       2.88982100,       2.45937497
     35425,     19649.6700,       2.35004398,       2.00000000,       2.87033100,       2.44278918
     42510,     19610.9900,       2.35004910,       2.00000000,       2.87599800,       2.44760673
     51012,     19723.9900,       2.35004891,       2.00000000,       2.85952100,       2.43358424
     61214,     19761.5400,       2.35004497,       2.00000000,       2.85408300,       2.42896033
     73457,     19857.0500,       2.34999751,       2.00000000,       2.84029800,       2.41727745
     88148,     19906.4700,       2.34996039,       2.00000000,       2.83320100,       2.41127553
    105778,     19683.7300,       2.35004388,       2.00000000,       2.86536500,       2.43856297
    126934,     19903.7300,       2.35004520,       2.00000000,       2.83369400,       2.41160808
    152321,     19960.1000,       2.35004633,       2.00000000,       2.82569300,       2.40479770
    182785,     19823.0900,       2.35004778,       2.00000000,       2.84522500,       2.42141885
    219342,     19626.3100,       2.35004980,       2.00000000,       2.87375500,       2.44569711
    263210,     19477.3700,       2.35004689,       2.00000000,       2.89572600,       2.46439849
    315852,     19711.5800,       2.35005032,       2.00000000,       2.86132300,       2.43511637
    379022,     19915.8000,       2.34998844,       2.00000000,       2.83190800,       2.41014632
    454826,     19864.2700,       2.35004835,       2.00000000,       2.83932700,       2.41639880
    545791,     19881.5500,       2.35004694,       2.00000000,       2.83685800,       2.41429901
    654949,     19938.3100,       2.35000832,       2.00000000,       2.82873600,       2.40742637
    785939,     19973.5900,       2.35004247,       2.00000000,       2.82378000,       2.40317359
    943127,     20018.0400,       2.34994902,       2.00000000,       2.81739700,       2.39783669
   1131752,     19450.6800,       2.35004698,       2.00000000,       2.89969900,       2.46777960
   1358102,     19936.3100,       2.35004581,       2.00000000,       2.82906400,       2.40766711
