  Size(KB),       Bw(MB/s),    nominal_clock,     actual_clock,   cy_nominal/LUP,           cy/LUP
         5,    115113.1900,       2.49408321,       2.20000000,       0.51999300,       0.45867940
         6,    117943.2300,       2.49408377,       2.20000000,       0.50751500,       0.44767261
         7,    121206.5400,       2.49408285,       2.20000000,       0.49385100,       0.43561993
         8,    122807.6300,       2.49409007,       2.20000000,       0.48741400,       0.42994069
        10,    126456.7300,       2.49408927,       2.20000000,       0.47334900,       0.41753429
        12,    124624.6700,       2.49405978,       2.20000000,       0.48030200,       0.42367244
        14,    129985.6200,       2.49408852,       2.20000000,       0.46049800,       0.40619873
        17,    131722.9200,       2.49408497,       2.20000000,       0.45442400,       0.40084152
        20,    132948.8900,       2.49408900,       2.20000000,       0.45023400,       0.39714493
        24,    132271.7700,       2.49408517,       2.20000000,       0.45253800,       0.39917787
        29,    103525.7400,       2.49408706,       2.20000000,       0.57819500,       0.51001788
        35,     70162.5800,       2.49408404,       2.20000000,       0.85313300,       0.75253783
        42,     71782.7300,       2.49406370,       2.20000000,       0.83387100,       0.73555307
        50,     68302.1700,       2.49407073,       2.20000000,       0.87636600,       0.77303549
        60,     66170.8500,       2.49408464,       2.20000000,       0.90459800,       0.79793427
        72,     67009.5600,       2.49406818,       2.20000000,       0.89327000,       0.78794718
        86,     67923.3500,       2.49408843,       2.20000000,       0.88126000,       0.77734694
       103,     69518.7900,       2.49408533,       2.20000000,       0.86103400,       0.75950681
       124,     68670.7100,       2.49408476,       2.20000000,       0.87166800,       0.76888710
       149,     68326.7300,       2.49408640,       2.20000000,       0.87605600,       0.77275719
       179,     68994.3900,       2.49405598,       2.20000000,       0.86756800,       0.76527938
       215,     68997.4500,       2.49406797,       2.20000000,       0.86753400,       0.76524570
       258,     68797.6500,       2.49408630,       2.20000000,       0.87006000,       0.76746823
       310,     68810.6600,       2.49406972,       2.20000000,       0.86989000,       0.76732338
       372,     69589.0500,       2.49408842,       2.20000000,       0.86016600,       0.75874022
