  Size(KB),       Bw(MB/s),    nominal_clock,     actual_clock,   cy_nominal/LUP,           cy/LUP
         5,    169296.1900,       2.40001360,       2.20000000,       0.45364500,       0.41583889
         6,    202199.3600,       2.40001755,       2.20000000,       0.37982600,       0.34817129
         7,    205554.4400,       2.40001446,       2.20000000,       0.37362600,       0.34248844
         8,    220543.4000,       2.40001454,       2.20000000,       0.34823300,       0.31921165
        10,    213541.7400,       2.40001515,       2.20000000,       0.35965100,       0.32967800
        12,    238700.8400,       2.40001077,       2.20000000,       0.32174300,       0.29492976
        14,    243893.4600,       2.40001873,       2.20000000,       0.31489400,       0.28865058
        17,    239658.4600,       2.39997522,       2.20000000,       0.32045300,       0.29375162
        20,    242067.8700,       2.39999870,       2.20000000,       0.31726600,       0.29082732
        24,    255777.5100,       2.40001372,       2.20000000,       0.30026300,       0.27523951
        29,    254238.8500,       2.40001742,       2.20000000,       0.30208000,       0.27690466
        35,    195109.4200,       2.40001504,       2.20000000,       0.39362800,       0.36082341
        42,    113200.9300,       2.40001666,       2.20000000,       0.67844400,       0.62190268
        50,     79948.8800,       2.40001096,       2.20000000,       0.96061800,       0.88056248
        60,     78648.0600,       2.40001500,       2.20000000,       0.97650800,       0.89512674
        72,     78391.7500,       2.39998386,       2.20000000,       0.97968800,       0.89805337
        86,     77067.2600,       2.39996891,       2.20000000,       0.99651900,       0.91348759
       103,     78445.7700,       2.40001462,       2.20000000,       0.97902600,       0.89743503
       124,     78133.2100,       2.40000310,       2.20000000,       0.98293800,       0.90102534
       149,     79325.9900,       2.40001591,       2.20000000,       0.96816300,       0.88747687
       179,     79239.2900,       2.39989283,       2.20000000,       0.96917300,       0.88844826
       215,     78941.2000,       2.39995386,       2.20000000,       0.97285700,       0.89180273
       258,     79772.2000,       2.40001518,       2.20000000,       0.96274800,       0.88251342
       310,     79479.5600,       2.40001240,       2.20000000,       0.96629100,       0.88576218
       372,     80056.6900,       2.40001589,       2.20000000,       0.95932700,       0.87937726
       446,     80181.1800,       2.40001096,       2.20000000,       0.95783500,       0.87801141
       535,     79194.4800,       2.39984394,       2.20000000,       0.96970100,       0.88895039
       642,     77184.6800,       2.40001285,       2.20000000,       0.99502100,       0.91209770
       770,     77227.2100,       2.40000569,       2.20000000,       0.99447000,       0.91159534
       924,     55865.9000,       2.39999859,       2.20000000,       1.37472000,       1.26016074
      1109,     42900.0200,       2.40001810,       2.20000000,       1.79022200,       1.64102446
      1331,     31561.4900,       2.39999285,       2.20000000,       2.43333800,       2.23056647
      1597,     25561.3100,       2.40001476,       2.20000000,       3.00455900,       2.75416214
      1916,     22909.3100,       2.40001191,       2.20000000,       3.35236600,       3.07298692
      2299,     22176.6700,       2.39996557,       2.20000000,       3.46305000,       3.17450804
      2759,     22138.8900,       2.40001511,       2.20000000,       3.46903100,       3.17992506
      3311,     22140.3000,       2.40001473,       2.20000000,       3.46880900,       3.17972206
      3973,     22133.9600,       2.40000371,       2.20000000,       3.46978600,       3.18063226
      4768,     22146.9100,       2.40001329,       2.20000000,       3.46777200,       3.17877339
      5722,     22127.5800,       2.40001402,       2.20000000,       3.47080300,       3.18155083
      6866,     22039.6600,       2.40000749,       2.20000000,       3.48463900,       3.19424245
      8239,     21912.0200,       2.40001214,       2.20000000,       3.50494400,       3.21284908
      9887,     21897.2800,       2.40001595,       2.20000000,       3.50730900,       3.21501188
     11864,     21602.9300,       2.40001628,       2.20000000,       3.55509800,       3.25881772
     14237,     20745.4600,       2.40001819,       2.20000000,       3.70204200,       3.39351278
     17084,     19594.1800,       2.40001397,       2.20000000,       3.91955400,       3.59290358
     20501,     18745.0000,       2.40001804,       2.20000000,       4.09712400,       3.75566877
     24601,     17631.9700,       2.39996408,       2.20000000,       4.35565900,       3.99274718
     29521,     17030.8800,       2.40001038,       2.20000000,       4.50947600,       4.13366846
     35425,     16793.0000,       2.39993587,       2.20000000,       4.57321100,       4.19222209
     42510,     15756.0200,       2.40001406,       2.20000000,       4.87435700,       4.46813441
     51012,     15741.3300,       2.39989624,       2.20000000,       4.87866500,       4.47230295
     61214,     15677.3800,       2.40001381,       2.20000000,       4.89880600,       4.49054632
     73457,     15604.2900,       2.39996856,       2.20000000,       4.92165800,       4.51157894
     88148,     15349.8300,       2.40001454,       2.20000000,       5.00334400,       4.58637088
    105778,     15447.6900,       2.40001280,       2.20000000,       4.97164400,       4.55731603
    126934,     15254.8100,       2.40001489,       2.20000000,       5.03450900,       4.61493796
    152321,     15184.3000,       2.40001430,       2.20000000,       5.05788600,       4.63636788
    182785,     15384.5200,       2.40001238,       2.20000000,       4.99205800,       4.57602956
