  Size(KB),       Bw(MB/s),    nominal_clock,     actual_clock,   cy_nominal/LUP,           cy/LUP
         5,    201572.3000,       2.39998659,       2.20000000,       0.09525100,       0.08731390
         6,    211860.7600,       2.39998981,       2.20000000,       0.09062500,       0.08307327
         7,    217814.0600,       2.40001372,       2.20000000,       0.08814900,       0.08080279
         8,    223197.7200,       2.40001375,       2.20000000,       0.08602300,       0.07885396
        10,    235401.8900,       2.40001068,       2.20000000,       0.08156300,       0.07476575
        12,    239634.8700,       2.40001204,       2.20000000,       0.08012200,       0.07344480
        14,    245761.6500,       2.40001507,       2.20000000,       0.07812500,       0.07161413
        17,    252145.2600,       2.40001424,       2.20000000,       0.07614700,       0.06980100
        20,    240533.8500,       2.39997867,       2.20000000,       0.07982200,       0.07317082
        24,    259351.0400,       2.40001340,       2.20000000,       0.07403100,       0.06786137
        29,    241200.6200,       2.39999978,       2.20000000,       0.07960200,       0.07296851
        35,    131101.1000,       2.40001437,       2.20000000,       0.14645300,       0.13424778
        42,    101346.5300,       2.39998706,       2.20000000,       0.18944800,       0.17366160
        50,    102169.9800,       2.40001278,       2.20000000,       0.18792300,       0.17226183
        60,    103114.3100,       2.40001692,       2.20000000,       0.18620200,       0.17068396
        72,    100367.7400,       2.40001815,       2.20000000,       0.19129800,       0.17535517
        86,    106485.5400,       2.40001906,       2.20000000,       0.18030800,       0.16528102
       103,    104911.0000,       2.40001545,       2.20000000,       0.18301300,       0.16776084
       124,    108449.1800,       2.40001219,       2.20000000,       0.17704200,       0.16228768
       149,    108741.7800,       2.39979580,       2.20000000,       0.17655000,       0.16185127
       179,    112611.8000,       2.39997968,       2.20000000,       0.17049600,       0.15628932
       215,    110862.2400,       2.39986766,       2.20000000,       0.17317800,       0.15875525
       258,    108774.4100,       2.40001675,       2.20000000,       0.17651300,       0.16180245
       310,    101326.9100,       2.40001583,       2.20000000,       0.18948700,       0.17369527
       372,    101379.4100,       2.39979621,       2.20000000,       0.18937100,       0.17360482
       446,     93779.9400,       2.40001571,       2.20000000,       0.20473600,       0.18767344
       535,     94519.9000,       2.40001488,       2.20000000,       0.20313300,       0.18620410
       642,     84343.9200,       2.40001611,       2.20000000,       0.22764100,       0.20866952
       770,     68644.3900,       2.39998007,       2.20000000,       0.27970000,       0.25639380
       924,     56237.4600,       2.39990294,       2.20000000,       0.34139600,       0.31295899
      1109,     39967.4300,       2.40001448,       2.20000000,       0.48039400,       0.44035851
      1331,     32299.2900,       2.40001298,       2.20000000,       0.59444400,       0.54490405
      1597,     25576.4700,       2.40000926,       2.20000000,       0.75069300,       0.68813259
      1916,     22936.8400,       2.40001572,       2.20000000,       0.83708700,       0.76732472
      2299,     22159.4300,       2.40001602,       2.20000000,       0.86645400,       0.79424420
      2759,     22132.8500,       2.40001695,       2.20000000,       0.86749500,       0.79519813
      3311,     22132.7000,       2.40001939,       2.20000000,       0.86750200,       0.79520374
      3973,     22138.4400,       2.40001110,       2.20000000,       0.86727400,       0.79499749
      4768,     22139.3100,       2.39999832,       2.20000000,       0.86723500,       0.79496597
      5722,     22138.8800,       2.40000117,       2.20000000,       0.86725300,       0.79498153
      6866,     22134.8400,       2.39992641,       2.20000000,       0.86738400,       0.79512638
      8239,     22142.0000,       2.39998667,       2.20000000,       0.86712500,       0.79486900
      9887,     22138.9000,       2.39999734,       2.20000000,       0.86725100,       0.79498097
     11864,     22141.7500,       2.39998065,       2.20000000,       0.86713300,       0.79487833
     14237,     22097.4300,       2.40001082,       2.20000000,       0.86888300,       0.79647249
     17084,     20584.2200,       2.40001467,       2.20000000,       0.93275900,       0.85502386
     20501,     18920.6600,       2.40001358,       2.20000000,       1.01476900,       0.93019965
     24601,     17652.0800,       2.39995670,       2.20000000,       1.08767100,       0.99704974
     29521,     16669.8500,       2.39999258,       2.20000000,       1.15177600,       1.05579793
     35425,     15947.4500,       2.39996739,       2.20000000,       1.20393800,       1.10362483
     42510,     15417.4400,       2.39989898,       2.20000000,       1.24529000,       1.14156388
     51012,     15029.3000,       2.40001395,       2.20000000,       1.27751200,       1.17104586
     61214,     14715.9500,       2.40001520,       2.20000000,       1.30471500,       1.19598117
     73457,     14462.7900,       2.40001654,       2.20000000,       1.32755400,       1.21691611
     88148,     14264.8800,       2.40000414,       2.20000000,       1.34596500,       1.23379912
    105778,     14104.0200,       2.39997925,       2.20000000,       1.36130200,       1.24787095
    126934,     13991.1600,       2.40001619,       2.20000000,       1.37230400,       1.25793685
    152321,     13933.0500,       2.39999891,       2.20000000,       1.37801800,       1.26318374
    182785,     13894.6400,       2.40001190,       2.20000000,       1.38183400,       1.26667489
    219342,     13868.1900,       2.40001614,       2.20000000,       1.38447300,       1.26909172
    263210,     13837.8300,       2.40001677,       2.20000000,       1.38751000,       1.27187528
    315852,     13820.3900,       2.39984461,       2.20000000,       1.38916200,       1.27348095
    379022,     13806.2400,       2.40001249,       2.20000000,       1.39068200,       1.27478520
    454826,     13796.3700,       2.40001450,       2.20000000,       1.39167900,       1.27569805
    545791,     13789.3000,       2.40001324,       2.20000000,       1.39239200,       1.27635229
    654949,     13779.6500,       2.40001685,       2.20000000,       1.39336900,       1.27724595
    785939,     13772.2100,       2.40000230,       2.20000000,       1.39411300,       1.27793569
    943127,     13768.3200,       2.39999659,       2.20000000,       1.39450400,       1.27829715
   1131752,     13765.4600,       2.40001069,       2.20000000,       1.39480200,       1.27856280
   1358102,     13765.2300,       2.40001413,       2.20000000,       1.39482600,       1.27858297
   1629722,     13759.9100,       2.39995322,       2.20000000,       1.39533100,       1.27907835
   1955666,     13755.5900,       2.40001246,       2.20000000,       1.39580400,       1.27948036
   2346799,     13751.5800,       2.40001386,       2.20000000,       1.39621100,       1.27985269
   2816159,     13752.2600,       2.40001333,       2.20000000,       1.39614200,       1.27978973
   3379391,     13752.1300,       2.39999981,       2.20000000,       1.39614700,       1.27980152
