  Size(KB),       Bw(MB/s),    nominal_clock,     actual_clock,   cy_nominal/LUP,           cy/LUP
         5,    115713.6200,       2.39433219,       1.80000000,       0.49660500,       0.37333541
         6,    118015.3500,       2.39433073,       1.80000000,       0.48691900,       0.36605394
         7,    121369.5400,       2.39433120,       1.80000000,       0.47346300,       0.35593798
         8,    122864.0400,       2.39432866,       1.80000000,       0.46770300,       0.35160812
        10,    124718.0900,       2.39433191,       1.80000000,       0.46075100,       0.34638130
        12,    122878.2500,       2.39433074,       1.80000000,       0.46764900,       0.35156722
        14,    123099.6500,       2.39433127,       1.80000000,       0.46680800,       0.35093490
        17,    126742.0800,       2.39433139,       1.80000000,       0.45339300,       0.34084981
        20,    128528.9400,       2.39432813,       1.80000000,       0.44708900,       0.33611107
        24,    127777.4600,       2.39433010,       1.80000000,       0.44971900,       0.33808797
        29,    128934.1600,       2.39433452,       1.80000000,       0.44568500,       0.33505469
        35,    130099.8200,       2.39433195,       1.80000000,       0.44169100,       0.33205245
        42,    122436.6300,       2.39433242,       1.80000000,       0.46933600,       0.35283522
        50,    103866.8600,       2.39433131,       1.80000000,       0.55324600,       0.41591688
        60,     54306.5200,       2.39433275,       1.80000000,       1.05814200,       0.79548492
        72,     51416.4600,       2.39433134,       1.80000000,       1.11761800,       0.84019800
        86,     50968.3200,       2.39432985,       1.80000000,       1.12744400,       0.84758547
       103,     51356.7900,       2.39433162,       1.80000000,       1.11891600,       0.84117371
       124,     51346.1500,       2.39432865,       1.80000000,       1.11914700,       0.84134841
       149,     51587.6600,       2.39433278,       1.80000000,       1.11390900,       0.83740916
       179,     51224.2200,       2.39432679,       1.80000000,       1.12181000,       0.84335105
       215,     51296.5300,       2.39433355,       1.80000000,       1.12023200,       0.84216236
       258,     51236.4700,       2.39433086,       1.80000000,       1.12154400,       0.84314964
       310,     51119.4300,       2.39433141,       1.80000000,       1.12411200,       0.84508001
       372,     51145.4400,       2.39433086,       1.80000000,       1.12354000,       0.84465018
       446,     51039.4100,       2.39433246,       1.80000000,       1.12587500,       0.84640501
       535,     50997.4900,       2.39432874,       1.80000000,       1.12679800,       0.84710022
       642,     51084.8700,       2.39432930,       1.80000000,       1.12487100,       0.84565135
       770,     51015.6600,       2.39433143,       1.80000000,       1.12639800,       0.84679856
       924,     51024.5300,       2.39433166,       1.80000000,       1.12620300,       0.84665188
      1109,     42172.0600,       2.39432849,       1.80000000,       1.36260600,       1.02437523
      1331,     35011.5100,       2.39433458,       1.80000000,       1.64129000,       1.23388019
      1597,     26211.6300,       2.39432947,       1.80000000,       2.19230600,       1.64812355
      1916,     22053.2600,       2.39432976,       1.80000000,       2.60568800,       1.95889409
      2299,     20769.3200,       2.39432908,       1.80000000,       2.76676800,       2.07999077
      2759,     20067.7000,       2.39430226,       1.80000000,       2.86347000,       2.15271317
      3311,     20702.7700,       2.39433154,       1.80000000,       2.77566500,       2.08667719
      3973,     20124.3000,       2.39429728,       1.80000000,       2.85541100,       2.14665900
      4768,     20694.1100,       2.39433097,       1.80000000,       2.77682600,       2.08755050
      5722,     20689.2200,       2.39432930,       1.80000000,       2.77748100,       2.08804437
      6866,     20665.2800,       2.39432653,       1.80000000,       2.78069400,       2.09046224
      8239,     20677.6900,       2.39433115,       1.80000000,       2.77903100,       2.08920800
      9887,     20698.4900,       2.39433171,       1.80000000,       2.77624000,       2.08710931
     11864,     20695.3900,       2.39433239,       1.80000000,       2.77665600,       2.08742145
     14237,     20693.7000,       2.39432976,       1.80000000,       2.77688000,       2.08759215
     17084,     20674.1200,       2.39433222,       1.80000000,       2.77951300,       2.08956942
     20501,     20696.5300,       2.39433076,       1.80000000,       2.77650200,       2.08730710
     24601,     20679.5400,       2.39433119,       1.80000000,       2.77878300,       2.08902153
     29521,     20651.7100,       2.39433465,       1.80000000,       2.78253200,       2.09183691
     35425,     20210.0400,       2.39433151,       1.80000000,       2.84333700,       2.13755137
     42510,     19955.7000,       2.39432818,       1.80000000,       2.87957200,       2.16479497
     51012,     18681.1600,       2.39433378,       1.80000000,       3.07604100,       2.31249036
     61214,     17183.6100,       2.39433443,       1.80000000,       3.34411800,       2.51402324
     73457,     15845.5600,       2.39433466,       1.80000000,       3.62650700,       2.72631587
     88148,     14304.3400,       2.39433084,       1.80000000,       4.01723900,       3.02006309
    105778,     13730.3000,       2.39433002,       1.80000000,       4.18519200,       3.14632718
    126934,     13173.9000,       2.39433128,       1.80000000,       4.36195300,       3.27921014
    152321,     12803.5700,       2.39433083,       1.80000000,       4.48812000,       3.37406005
    182785,     12558.7100,       2.39433200,       1.80000000,       4.57562700,       3.43984401
    219342,     12340.2700,       2.39432722,       1.80000000,       4.65661100,       3.50073279
    263210,     12195.1100,       2.39432971,       1.80000000,       4.71204400,       3.54240235
    315852,     12089.4200,       2.39433057,       1.80000000,       4.75324300,       3.57337349
    379022,     12095.1200,       2.39432943,       1.80000000,       4.75099700,       3.57168671
    454826,     12005.5400,       2.39433027,       1.80000000,       4.78645200,       3.59833967
    545791,     12069.1200,       2.39432840,       1.80000000,       4.76123100,       3.57938193
    654949,     11962.6100,       2.39433441,       1.80000000,       4.80363500,       3.61125120
    785939,     11920.1700,       2.39433375,       1.80000000,       4.82073800,       3.62410980
