  Size(KB),       Bw(MB/s),    nominal_clock,     actual_clock,   cy_nominal/LUP,           cy/LUP
         5,    121139.5000,       2.39432989,       1.80000000,       0.47436200,       0.35661402
         6,    121762.3500,       2.39433129,       1.80000000,       0.47193500,       0.35478925
         7,    124702.8500,       2.39432808,       1.80000000,       0.46080600,       0.34642320
         8,    122850.8900,       2.39433112,       1.80000000,       0.46775400,       0.35164610
        10,    122804.0900,       2.39433086,       1.80000000,       0.46793200,       0.35177995
        12,    127130.4300,       2.39433076,       1.80000000,       0.45200800,       0.33980869
        14,    128475.3100,       2.39433239,       1.80000000,       0.44727600,       0.33625106
        17,    126839.5100,       2.39433171,       1.80000000,       0.45304500,       0.34058815
        20,    129389.6100,       2.39433190,       1.80000000,       0.44411600,       0.33387552
        24,    129899.0300,       2.39433144,       1.80000000,       0.44237400,       0.33256599
        29,    130071.0500,       2.39432970,       1.80000000,       0.44178900,       0.33212644
        35,    129941.3900,       2.39433210,       1.80000000,       0.44223000,       0.33245764
        42,    128664.9900,       2.39433116,       1.80000000,       0.44661700,       0.33575581
        50,    127660.2400,       2.39433366,       1.80000000,       0.45013200,       0.33839795
        60,    120496.3600,       2.39432708,       1.80000000,       0.47689300,       0.35851718
        72,     81501.7900,       2.39432803,       1.80000000,       0.70506300,       0.53004993
        86,     75866.6600,       2.39433303,       1.80000000,       0.75743400,       0.56942004
       103,     74094.6200,       2.39433157,       1.80000000,       0.77554800,       0.58303805
       124,     72715.0700,       2.39432898,       1.80000000,       0.79026100,       0.59409956
       149,     73806.1200,       2.39432755,       1.80000000,       0.77857900,       0.58531766
       179,     74021.2500,       2.39432975,       1.80000000,       0.77631600,       0.58361585
       215,     73943.3500,       2.39433198,       1.80000000,       0.77713500,       0.58423101
       258,     72842.9700,       2.39432951,       1.80000000,       0.78887400,       0.59305672
       310,     73860.6000,       2.39433110,       1.80000000,       0.77800500,       0.58488527
       372,     73811.8300,       2.39433417,       1.80000000,       0.77852000,       0.58527169
       446,     73827.1800,       2.39433402,       1.80000000,       0.77835900,       0.58515069
       535,     73812.4000,       2.39432853,       1.80000000,       0.77851300,       0.58526780
       642,     73929.1900,       2.39433252,       1.80000000,       0.77728400,       0.58434290
       770,     73972.0200,       2.39433381,       1.80000000,       0.77683400,       0.58400428
       924,     72267.8000,       2.39432827,       1.80000000,       0.79515200,       0.59777668
      1109,     56800.3000,       2.39432672,       1.80000000,       1.01168200,       0.76055936
      1331,     53641.1500,       2.39433408,       1.80000000,       1.07126700,       0.80535152
      1597,     38376.3300,       2.39433278,       1.80000000,       1.49738100,       1.12569390
      1916,     33677.3400,       2.39432775,       1.80000000,       1.70630600,       1.28276123
      2299,     30896.6800,       2.39432740,       1.80000000,       1.85987200,       1.39820879
      2759,     30849.6600,       2.39433108,       1.80000000,       1.86270900,       1.40033942
      3311,     30865.0300,       2.39432898,       1.80000000,       1.86178000,       1.39964225
      3973,     30869.1100,       2.39432639,       1.80000000,       1.86153200,       1.39945732
      4768,     30868.7500,       2.39433150,       1.80000000,       1.86155700,       1.39947313
      5722,     30867.4600,       2.39433194,       1.80000000,       1.86163600,       1.39953226
      6866,     30871.7400,       2.39433422,       1.80000000,       1.86138000,       1.39933848
      8239,     30866.3100,       2.39432816,       1.80000000,       1.86170200,       1.39958409
      9887,     30880.9400,       2.39433456,       1.80000000,       1.86082500,       1.39892105
     11864,     30870.0800,       2.39432666,       1.80000000,       1.86147400,       1.39941356
     14237,     30874.7700,       2.39433182,       1.80000000,       1.86119500,       1.39920080
     17084,     30876.9500,       2.39432873,       1.80000000,       1.86106100,       1.39910187
     20501,     30867.4500,       2.39432856,       1.80000000,       1.86163400,       1.39953274
     24601,     30856.3000,       2.39428176,       1.80000000,       1.86227000,       1.40003823
     29521,     30810.3200,       2.39433089,       1.80000000,       1.86508700,       1.40212726
     35425,     29633.4300,       2.39433139,       1.80000000,       1.93915900,       1.45781248
     42510,     28650.0300,       2.39433115,       1.80000000,       2.00572000,       1.50785158
     51012,     27636.5800,       2.39432972,       1.80000000,       2.07927000,       1.56314561
     61214,     25049.3000,       2.39432898,       1.80000000,       2.29403200,       1.72459910
     73457,     23468.0200,       2.39432858,       1.80000000,       2.44860400,       1.84080299
     88148,     21843.6600,       2.39433134,       1.80000000,       2.63069300,       1.97769094
    105778,     21109.9000,       2.39433228,       1.80000000,       2.72213400,       2.04643325
    126934,     20096.4400,       2.39433264,       1.80000000,       2.85941100,       2.14963440
    152321,     19442.3100,       2.39432849,       1.80000000,       2.95560900,       2.22195752
    182785,     18715.2000,       2.39433118,       1.80000000,       3.07044300,       2.30828443
    219342,     18420.6900,       2.39432779,       1.80000000,       3.11952900,       2.34518942
    263210,     18082.6300,       2.39432921,       1.80000000,       3.17785100,       2.38903312
    315852,     17787.9900,       2.39432800,       1.80000000,       3.23048700,       2.42860485
    379022,     17501.6200,       2.39433345,       1.80000000,       3.28335400,       2.46834341
    454826,     17364.3000,       2.39433237,       1.80000000,       3.30931700,       2.48786287
    545791,     17141.6500,       2.39433143,       1.80000000,       3.35230100,       2.52017817
    654949,     17120.2200,       2.39433252,       1.80000000,       3.35649800,       2.52333222
    785939,     17142.7400,       2.39433405,       1.80000000,       3.35209100,       2.52001754
    943127,     17087.5700,       2.39432752,       1.80000000,       3.36290500,       2.52815412
   1131752,     16908.9000,       2.39433330,       1.80000000,       3.39844700,       2.55486761
   1358102,     17062.8600,       2.39433191,       1.80000000,       3.36778100,       2.53181515
   1629722,     17010.7900,       2.39433142,       1.80000000,       3.37808800,       2.53956421
   1955666,     16922.8600,       2.39432904,       1.80000000,       3.39563800,       2.55276042
