  Size(KB),       Bw(MB/s),    nominal_clock,     actual_clock,   cy_nominal/LUP,           cy/LUP
         5,    115397.1700,       2.40001174,       2.20000000,       0.66553100,       0.61006710
         6,    119353.6200,       2.40001008,       2.20000000,       0.64346900,       0.58984411
         7,    122209.6900,       2.40000958,       2.20000000,       0.62843100,       0.57605945
         8,    124198.8000,       2.39998943,       2.20000000,       0.61836100,       0.56683341
        10,    127537.2100,       2.40000960,       2.20000000,       0.60218000,       0.55199613
        12,    129547.6400,       2.40001188,       2.20000000,       0.59283500,       0.54342939
        14,    130851.8800,       2.39998767,       2.20000000,       0.58692000,       0.53801276
        17,    126085.7500,       2.40001387,       2.20000000,       0.60911300,       0.55835036
        20,    130817.5800,       2.39998844,       2.20000000,       0.58707400,       0.53815376
        24,    132480.2800,       2.40001296,       2.20000000,       0.57971200,       0.53139980
        29,    133175.1200,       2.40001631,       2.20000000,       0.57668800,       0.52862707
        35,    117170.2200,       2.40001126,       2.20000000,       0.65546000,       0.60083551
        42,     82201.9900,       2.40000759,       2.20000000,       0.93428700,       0.85642704
        50,     69699.5000,       2.40000067,       2.20000000,       1.10187300,       1.01004997
        60,     69604.9000,       2.40001317,       2.20000000,       1.10337700,       1.01142337
        72,     69466.1600,       2.40001199,       2.20000000,       1.10558000,       1.01344327
        86,     70034.8200,       2.39999810,       2.20000000,       1.09659700,       1.00521471
       103,     70265.2100,       2.40001722,       2.20000000,       1.09301000,       1.00191864
       124,     69682.4700,       2.40001051,       2.20000000,       1.10214700,       1.01029699
       149,     70428.8800,       2.40000621,       2.20000000,       1.09046500,       0.99959033
       179,     69828.8300,       2.39998856,       2.20000000,       1.09982700,       1.00817956
       215,     70530.7700,       2.40001415,       2.20000000,       1.08889300,       0.99814603
       258,     70334.7400,       2.40001713,       2.20000000,       1.09192900,       1.00092777
       310,     70205.9300,       2.39997453,       2.20000000,       1.09391300,       1.00276422
       372,     70225.6600,       2.40001432,       2.20000000,       1.09362400,       1.00248269
       446,     69647.1700,       2.40001552,       2.20000000,       1.10270800,       1.01080913
       535,     70332.5100,       2.40001250,       2.20000000,       1.09196200,       1.00095995
       642,     67358.6100,       2.40001423,       2.20000000,       1.14017300,       1.04515239
       770,     62274.3300,       2.40001058,       2.20000000,       1.23325800,       1.13048152
       924,     56782.7900,       2.40001211,       2.20000000,       1.35252900,       1.23981199
      1109,     43637.5100,       2.40001429,       2.20000000,       1.75996400,       1.61329073
      1331,     31066.9300,       2.39984694,       2.20000000,       2.47192400,       2.26607486
      1597,     25253.8600,       2.40001389,       2.20000000,       3.04113600,       2.78769187
      1916,     22363.8600,       2.39997596,       2.20000000,       3.43407700,       3.14793545
      2299,     22160.7000,       2.40000744,       2.20000000,       3.46560500,       3.17679473
      2759,     22144.1700,       2.40001596,       2.20000000,       3.46820500,       3.17916678
      3311,     22137.6200,       2.39998900,       2.20000000,       3.46919200,       3.18010724
      3973,     22139.7000,       2.40001454,       2.20000000,       3.46890300,       3.17980849
      4768,     22138.3600,       2.40001252,       2.20000000,       3.46911000,       3.18000091
      5722,     22134.4600,       2.39999334,       2.20000000,       3.46969300,       3.18056074
      6866,     22085.6600,       2.40001059,       2.20000000,       3.47738500,       3.18758885
      8239,     22180.2000,       2.40001337,       2.20000000,       3.46256700,       3.17400207
      9887,     21972.2800,       2.39997786,       2.20000000,       3.49528100,       3.20403714
     11864,     21714.5800,       2.39997721,       2.20000000,       3.53676000,       3.24206079
     14237,     21162.5300,       2.39993480,       2.20000000,       3.62895800,       3.32663521
     17084,     19960.3300,       2.40001283,       2.20000000,       3.84765200,       3.52699548
     20501,     18840.5300,       2.40001166,       2.20000000,       4.07633800,       3.73662501
     24601,     17902.2400,       2.40000959,       2.20000000,       4.28998300,       3.93246870
     29521,     17350.0400,       2.40001289,       2.20000000,       4.42652700,       4.05762796
     35425,     16888.4600,       2.40001755,       2.20000000,       4.54751600,       4.16852584
     42510,     16112.0200,       2.40001267,       2.20000000,       4.76665400,       4.36940976
     51012,     16007.7000,       2.40001216,       2.20000000,       4.79771500,       4.39788313
     61214,     15841.7600,       2.40001700,       2.20000000,       4.84798000,       4.44395018
     73457,     15699.4900,       2.39998423,       2.20000000,       4.89184800,       4.48422346
     88148,     15477.9100,       2.40001701,       2.20000000,       4.96194700,       4.54841919
    105778,     15454.0700,       2.40001694,       2.20000000,       4.96960000,       4.55543451
    126934,     15330.1700,       2.40000872,       2.20000000,       5.00974900,       4.59225323
    152321,     15266.2700,       2.40001371,       2.20000000,       5.03072700,       4.61147340
    182785,     15321.9400,       2.40000056,       2.20000000,       5.01242200,       4.59471910
