  Size(KB),       Bw(MB/s),    nominal_clock,     actual_clock,   cy_nominal/LUP,           cy/LUP
         5,    117018.2900,       2.39432607,       1.80000000,       0.32737800,       0.24611535
         6,    114763.6500,       2.39433273,       1.80000000,       0.33381100,       0.25095084
         7,    114099.5900,       2.39433236,       1.80000000,       0.33575300,       0.25241082
         8,    121386.1000,       2.39433109,       1.80000000,       0.31559900,       0.23725967
        10,    116145.2100,       2.39433664,       1.80000000,       0.32984000,       0.24796513
        12,    120079.5500,       2.39433467,       1.80000000,       0.31903300,       0.23984091
        14,    116677.2600,       2.39432985,       1.80000000,       0.32833500,       0.24683441
        17,    118453.4300,       2.39433213,       1.80000000,       0.32341200,       0.24313319
        20,    121072.3200,       2.39433485,       1.80000000,       0.31641700,       0.23787425
        24,    120753.7300,       2.39433432,       1.80000000,       0.31725200,       0.23850203
        29,    121169.3800,       2.39431701,       1.80000000,       0.31616100,       0.23768356
        35,    119035.4300,       2.39432161,       1.80000000,       0.32183000,       0.24194494
        42,    119983.1100,       2.39433321,       1.80000000,       0.31928900,       0.24003351
        50,    107676.1500,       2.39433503,       1.80000000,       0.35578300,       0.26746858
        60,     60740.4200,       2.39433383,       1.80000000,       0.63070600,       0.47414892
        72,     60805.7000,       2.39433732,       1.80000000,       0.63003000,       0.47364003
        86,     60701.3100,       2.39433330,       1.80000000,       0.63111200,       0.47445425
       103,     60721.1700,       2.39433421,       1.80000000,       0.63090600,       0.47429920
       124,     60741.1500,       2.39433432,       1.80000000,       0.63069800,       0.47414281
       149,     60828.8500,       2.39433423,       1.80000000,       0.62978900,       0.47345946
       179,     60790.9500,       2.39433410,       1.80000000,       0.63018200,       0.47375494
       215,     60773.7300,       2.39432975,       1.80000000,       0.63035900,       0.47388886
       258,     60879.4800,       2.39433492,       1.80000000,       0.62926600,       0.47306615
       310,     60875.1700,       2.39433503,       1.80000000,       0.62931000,       0.47309920
       372,     60749.7300,       2.39433649,       1.80000000,       0.63061000,       0.47407622
