  Size(KB),       Bw(MB/s),    nominal_clock,     actual_clock,   cy_nominal/LUP,           cy/LUP
         5,     65315.6500,       2.79470836,       2.10000000,       1.36920700,       1.02884964
         6,     65561.2200,       2.79432774,       2.10000000,       1.36389300,       1.02499619
         7,     65777.8400,       2.79471055,       2.10000000,       1.35958800,       1.02162093
         8,     65934.4500,       2.79471424,       2.10000000,       1.35636000,       1.01919400
        10,     66151.3000,       2.79470752,       2.10000000,       1.35191000,       1.01585264
        12,     66268.0600,       2.79470989,       2.10000000,       1.34953000,       1.01406340
        14,     66381.4800,       2.79471147,       2.10000000,       1.34722500,       1.01233080
        17,     66485.7300,       2.79470980,       2.10000000,       1.34511100,       1.01074291
        20,     63139.5100,       2.79470875,       2.10000000,       1.41639800,       1.06430976
        24,     64469.3300,       2.79470814,       2.10000000,       1.38718200,       1.04235650
        29,     63897.3300,       2.79471036,       2.10000000,       1.39960000,       1.05168680
        35,     57947.0000,       2.79471082,       2.10000000,       1.54332000,       1.15968063
        42,     46313.3100,       2.79471159,       2.10000000,       1.93099500,       1.45098676
        50,     39488.3700,       2.79471180,       2.10000000,       2.26473700,       1.70176678
        60,     39318.6700,       2.79471199,       2.10000000,       2.27451200,       1.70911179
        72,     39345.9200,       2.79469185,       2.10000000,       2.27292000,       1.70792783
        86,     39290.7600,       2.79470078,       2.10000000,       2.27611800,       1.71032542
       103,     39376.0200,       2.79471069,       2.10000000,       2.27119800,       1.70662238
       124,     39421.9200,       2.79470956,       2.10000000,       2.26855300,       1.70463556
       149,     39420.3400,       2.79471115,       2.10000000,       2.26864500,       1.70470372
       179,     39333.0300,       2.79471192,       2.10000000,       2.27368100,       1.70848740
       215,     39292.8900,       2.79471144,       2.10000000,       2.27600400,       1.71023324
       258,     39125.7500,       2.79464469,       2.10000000,       2.28567200,       1.71753898
       310,     39152.4300,       2.79471201,       2.10000000,       2.28416900,       1.71636823
       372,     39160.8900,       2.79471478,       2.10000000,       2.28367800,       1.71599758
       446,     38985.3000,       2.79470580,       2.10000000,       2.29395700,       1.72372695
       535,     38980.2600,       2.79471128,       2.10000000,       2.29425800,       1.72394974
       642,     38768.5600,       2.79471317,       2.10000000,       2.30678700,       1.73336310
       770,     38695.3100,       2.79469427,       2.10000000,       2.31113900,       1.73664502
       924,     38714.6300,       2.79471154,       2.10000000,       2.30999900,       1.73577767
      1109,     38630.6300,       2.79470956,       2.10000000,       2.31502100,       1.73955253
      1331,     38785.8600,       2.79471413,       2.10000000,       2.30575900,       1.73259005
      1597,     38650.7300,       2.79471144,       2.10000000,       2.31381900,       1.73864816
      1916,     38674.8600,       2.79471245,       2.10000000,       2.31237600,       1.73756323
      2299,     38810.0700,       2.79470981,       2.10000000,       2.30431700,       1.73150919
      2759,     38864.1700,       2.79471227,       2.10000000,       2.30111100,       1.72909861
      3311,     38782.0900,       2.79470948,       2.10000000,       2.30598000,       1.73275900
      3973,     38805.8100,       2.79470966,       2.10000000,       2.30457000,       1.73169938
      4768,     38798.9900,       2.79471309,       2.10000000,       2.30497800,       1.73200384
      5722,     38755.3400,       2.79470980,       2.10000000,       2.30757100,       1.73395431
      6866,     38819.7900,       2.79471040,       2.10000000,       2.30374100,       1.73107600
      8239,     38893.9700,       2.79471094,       2.10000000,       2.29934700,       1.72777393
      9887,     38680.3300,       2.79471199,       2.10000000,       2.31204800,       1.73731705
     11864,     39128.0600,       2.79471251,       2.10000000,       2.28559300,       1.71743794
     14237,     39149.9900,       2.79471124,       2.10000000,       2.28431100,       1.71647540
     17084,     39134.5700,       2.79470827,       2.10000000,       2.28520900,       1.71715200
     20501,     35390.1000,       2.79471182,       2.10000000,       2.52700000,       1.89883621
     24601,     38910.6300,       2.79470690,       2.10000000,       2.29836000,       1.72703478
     29521,     38716.8000,       2.79467022,       2.10000000,       2.30983600,       1.73568085
     35425,     33397.0400,       2.79470739,       2.10000000,       2.67780100,       2.01215416
     42510,     31882.9100,       2.79470882,       2.10000000,       2.80497200,       2.10771196
     51012,     32562.1000,       2.79471086,       2.10000000,       2.74646800,       2.06374938
     61214,     27295.3600,       2.79471188,       2.10000000,       3.27640900,       2.46195644
