  Size(KB),       Bw(MB/s),    nominal_clock,     actual_clock,   cy_nominal/LUP,           cy/LUP
         5,    124695.5700,       2.79470759,       2.10000000,       0.71719200,       0.53891262
         6,    125916.9800,       2.79471306,       2.10000000,       0.71023600,       0.53368470
         7,    132175.5300,       2.79471374,       2.10000000,       0.67660700,       0.50841511
         8,    134499.1200,       2.79470775,       2.10000000,       0.66491600,       0.49963135
        10,    138163.9400,       2.79471150,       2.10000000,       0.64728000,       0.48637865
        12,    138850.3000,       2.79470887,       2.10000000,       0.64408000,       0.48397456
        14,    141835.9600,       2.79471182,       2.10000000,       0.63052300,       0.47378706
        17,    143103.2700,       2.79471065,       2.10000000,       0.62493800,       0.46959058
        20,    145395.8800,       2.79471580,       2.10000000,       0.61508600,       0.46218675
        24,    146601.2200,       2.79471329,       2.10000000,       0.61002800,       0.45838648
        29,    147220.4500,       2.79471084,       2.10000000,       0.60746100,       0.45645799
        35,    127498.9600,       2.79471358,       2.10000000,       0.70142400,       0.52706310
        42,     86189.4800,       2.79471096,       2.10000000,       1.03760600,       0.77967727
        50,     66712.1600,       2.79464188,       2.10000000,       1.34051300,       1.00731236
        60,     65924.9000,       2.79471557,       2.10000000,       1.35655700,       1.01934155
        72,     65764.3200,       2.79471467,       2.10000000,       1.35986900,       1.02183058
        86,     66134.9200,       2.79471077,       2.10000000,       1.35224700,       1.01610468
       103,     66244.7300,       2.79470796,       2.10000000,       1.35000400,       1.01442027
       124,     66341.0100,       2.79471342,       2.10000000,       1.34804700,       1.01294776
       149,     66416.5600,       2.79471255,       2.10000000,       1.34651400,       1.01179615
       179,     66441.8400,       2.79471150,       2.10000000,       1.34600100,       1.01141105
       215,     64457.5400,       2.79471024,       2.10000000,       1.38743600,       1.04254658
       258,     66310.1200,       2.79470697,       2.10000000,       1.34867200,       1.01341974
       310,     66156.1200,       2.79471146,       2.10000000,       1.35181400,       1.01577907
       372,     63808.1900,       2.79471204,       2.10000000,       1.40155600,       1.05315595
       446,     63273.6900,       2.79471134,       2.10000000,       1.41339600,       1.06205301
       535,     60001.3300,       2.79471081,       2.10000000,       1.49047900,       1.11997488
       642,     58031.9700,       2.79470980,       2.10000000,       1.54105900,       1.15798209
       770,     53421.6200,       2.79470831,       2.10000000,       1.67405400,       1.25791782
       924,     51864.5400,       2.79471274,       2.10000000,       1.72431500,       1.29568290
      1109,     49600.0600,       2.79471180,       2.10000000,       1.80303800,       1.35483730
      1331,     49966.2400,       2.79470878,       2.10000000,       1.78982200,       1.34490800
      1597,     50912.7600,       2.79470929,       2.10000000,       1.75654800,       1.31990501
      1916,     50406.2000,       2.79470780,       2.10000000,       1.77419900,       1.33316903
      2299,     49806.9500,       2.79470943,       2.10000000,       1.79554700,       1.34920957
      2759,     51650.2800,       2.79471356,       2.10000000,       1.73146900,       1.30105817
      3311,     49834.5800,       2.79471472,       2.10000000,       1.79455400,       1.34846085
      3973,     49876.1300,       2.79471163,       2.10000000,       1.79305800,       1.34733822
      4768,     53015.1500,       2.79470984,       2.10000000,       1.68689000,       1.26756236
      5722,     50248.0500,       2.79471559,       2.10000000,       1.77978800,       1.33736499
      6866,     49997.9400,       2.79471040,       2.10000000,       1.78868800,       1.34405511
      8239,     49775.0700,       2.79471462,       2.10000000,       1.79670000,       1.35007345
      9887,     49595.3800,       2.79470899,       2.10000000,       1.80320600,       1.35496490
     11864,     53377.5300,       2.79471112,       2.10000000,       1.67543800,       1.25895653
     14237,     53255.8400,       2.79466744,       2.10000000,       1.67924000,       1.26183315
     17084,     53184.7900,       2.79470971,       2.10000000,       1.68150900,       1.26351903
     20501,     52829.2100,       2.79471239,       2.10000000,       1.69282900,       1.27202388
     24601,     53472.9900,       2.79471080,       2.10000000,       1.67244700,       1.25670917
     29521,     52090.0700,       2.79471075,       2.10000000,       1.71684800,       1.29007297
     35425,     50326.6400,       2.79471047,       2.10000000,       1.77700600,       1.33527700
     42510,     47671.8000,       2.79471160,       2.10000000,       1.87596800,       1.40963841
     51012,     46386.7800,       2.79471299,       2.10000000,       1.92793700,       1.44868819
     61214,     41225.5100,       2.79470710,       2.10000000,       2.16930300,       1.63005859
     73457,     38388.7300,       2.79471587,       2.10000000,       2.32961400,       1.75051405
     88148,     35751.4100,       2.79470885,       2.10000000,       2.50145900,       1.87964621
    105778,     33545.0700,       2.79471171,       2.10000000,       2.66598900,       2.00327528
    126934,     32107.1800,       2.79471285,       2.10000000,       2.78538300,       2.09298937
    152321,     30862.3500,       2.79471569,       2.10000000,       2.89773400,       2.17740983
