  Size(KB),       Bw(MB/s),    nominal_clock,     actual_clock,   cy_nominal/LUP,           cy/LUP
         5,    113145.2800,       2.79471945,       2.10000000,       0.19760200,       0.14848152
         6,    116429.9700,       2.79471655,       2.10000000,       0.19202700,       0.14429252
         7,    118952.0000,       2.79471249,       2.10000000,       0.18795600,       0.14123371
         8,    120101.5400,       2.79471364,       2.10000000,       0.18615700,       0.13988185
        10,    123037.7400,       2.79471751,       2.10000000,       0.18171400,       0.13654310
        12,    124595.9900,       2.79471728,       2.10000000,       0.17944200,       0.13483589
        14,    125560.5100,       2.79471304,       2.10000000,       0.17806300,       0.13379989
        17,    122048.6300,       2.79471728,       2.10000000,       0.18318700,       0.13764995
        20,    123548.6400,       2.79471560,       2.10000000,       0.18096300,       0.13597888
        24,    125007.6400,       2.79471735,       2.10000000,       0.17885100,       0.13439180
        29,    124411.0200,       2.79471479,       2.10000000,       0.17970900,       0.13503664
        35,     91793.3700,       2.79471641,       2.10000000,       0.24356600,       0.18301986
        42,     64959.2000,       2.79396292,       2.10000000,       0.34408800,       0.25862362
        50,     65180.7400,       2.79471302,       2.10000000,       0.34301100,       0.25774493
        60,     65435.7400,       2.79471654,       2.10000000,       0.34167500,       0.25674071
        72,     65687.6300,       2.79471433,       2.10000000,       0.34036400,       0.25575580
        86,     65907.5100,       2.79471407,       2.10000000,       0.33922900,       0.25490296
       103,     66086.4900,       2.79471607,       2.10000000,       0.33831000,       0.25421223
       124,     66237.2700,       2.79471602,       2.10000000,       0.33754000,       0.25363364
       149,     66376.9200,       2.79471956,       2.10000000,       0.33683000,       0.25309981
       179,     66474.2700,       2.79471750,       2.10000000,       0.33633700,       0.25272955
       215,     64052.6100,       2.79471582,       2.10000000,       0.34905300,       0.26228474
       258,     66407.0700,       2.79471718,       2.10000000,       0.33667700,       0.25298506
       310,     66469.8700,       2.79471307,       2.10000000,       0.33635800,       0.25274573
       372,     63160.2000,       2.79471460,       2.10000000,       0.35398400,       0.26599009
       446,     57991.5500,       2.79471306,       2.10000000,       0.38553400,       0.28969751
       535,     55902.3200,       2.79471521,       2.10000000,       0.39994300,       0.30052447
       642,     55103.6700,       2.79471196,       2.10000000,       0.40573900,       0.30488004
       770,     53466.0000,       2.79471566,       2.10000000,       0.41816700,       0.31421826
       924,     52975.7700,       2.79471415,       2.10000000,       0.42203700,       0.31712642
      1109,     52901.5200,       2.79471868,       2.10000000,       0.42263000,       0.31757150
      1331,     52825.5200,       2.79471568,       2.10000000,       0.42323700,       0.31802795
      1597,     52832.7300,       2.79471660,       2.10000000,       0.42318000,       0.31798502
      1916,     52845.0700,       2.79471758,       2.10000000,       0.42308100,       0.31791051
      2299,     52840.9100,       2.79471571,       2.10000000,       0.42311400,       0.31793552
      2759,     53898.8300,       2.79471570,       2.10000000,       0.41480900,       0.31169500
